,event_0,event_1,event_2,event_3,event_4
48,52.0,52.0,54.0,52.0,52.0
49,53.0,54.0,51.0,53.0,54.0
50,54.0,53.0,51.0,52.0,52.0
51,53.0,53.0,54.0,52.0,54.0
52,53.0,51.0,52.0,51.0,54.0
53,52.0,53.0,52.0,52.0,53.0
54,54.0,54.0,52.0,52.0,54.0
55,52.0,51.0,52.0,53.0,53.0
56,53.0,52.0,53.0,53.0,51.0
57,52.0,53.0,52.0,52.0,53.0
58,51.0,54.0,53.0,53.0,52.0
59,54.0,53.0,50.0,55.0,51.0
60,51.0,53.0,52.0,52.0,52.0
61,52.0,55.0,52.0,52.0,52.0
62,53.0,53.0,52.0,52.0,53.0
63,54.0,53.0,53.0,52.0,52.0
64,53.0,53.0,56.0,53.0,54.0
65,52.0,52.0,50.0,53.0,54.0
66,54.0,54.0,51.0,52.0,52.0
67,53.0,53.0,54.0,52.0,54.0
68,52.0,52.0,54.0,54.0,54.0
69,54.0,55.0,51.0,53.0,54.0
70,54.0,54.0,52.0,51.0,52.0
71,54.0,55.0,56.0,52.0,53.0
72,52.0,52.0,51.0,52.0,53.0
73,53.0,54.0,52.0,52.0,52.0
74,52.0,53.0,52.0,53.0,53.0
75,54.0,54.0,51.0,53.0,53.0
76,53.0,54.0,52.0,52.0,53.0
77,53.0,50.0,53.0,51.0,54.0
78,55.0,53.0,54.0,52.0,53.0
79,52.0,53.0,52.0,53.0,53.0
80,52.0,53.0,51.0,51.0,55.0
81,54.0,54.0,54.0,52.0,53.0
82,54.0,53.0,52.0,51.0,52.0
83,54.0,54.0,53.0,53.0,52.0
84,53.0,52.0,52.0,53.0,55.0
85,53.0,52.0,51.0,49.0,52.0
86,53.0,53.0,53.0,52.0,54.0
87,52.0,55.0,52.0,50.0,54.0
88,54.0,53.0,52.0,53.0,52.0
89,54.0,54.0,54.0,52.0,54.0
90,55.0,53.0,50.0,53.0,55.0
91,55.0,54.0,51.0,53.0,53.0
92,53.0,51.0,53.0,54.0,52.0
93,52.0,55.0,54.0,52.0,52.0
94,54.0,53.0,53.0,51.0,54.0
95,53.0,54.0,52.0,52.0,53.0
96,54.0,53.0,54.0,53.0,53.0
97,53.0,53.0,53.0,51.0,52.0
98,50.0,54.0,53.0,53.0,54.0
99,51.0,52.0,52.0,52.0,53.0
100,53.0,55.0,52.0,49.0,53.0
101,54.0,54.0,53.0,53.0,52.0
102,46.0,49.0,44.0,48.0,53.0
103,-126.0,-54.0,-88.0,-96.0,-1.0
104,-127.0,-127.0,-127.0,-127.0,-127.0
105,-127.0,-127.0,-127.0,-127.0,-127.0
106,-127.0,-127.0,-127.0,-127.0,-127.0
107,-72.0,-82.0,-95.0,-72.0,-127.0
108,-12.0,-2.0,-19.0,-9.0,-28.0
109,15.0,10.0,13.0,24.0,2.0
110,50.0,43.0,40.0,45.0,34.0
111,25.0,32.0,21.0,19.0,31.0
112,-5.0,-5.0,-6.0,-1.0,0.0
113,20.0,18.0,22.0,32.0,9.0
114,30.0,42.0,36.0,34.0,27.0
115,34.0,39.0,38.0,33.0,29.0
116,46.0,46.0,48.0,48.0,39.0
117,49.0,50.0,49.0,46.0,42.0
118,52.0,52.0,50.0,44.0,43.0
119,52.0,53.0,53.0,49.0,52.0
120,45.0,47.0,46.0,42.0,49.0
121,47.0,49.0,45.0,44.0,42.0
122,53.0,52.0,52.0,52.0,46.0
123,56.0,55.0,55.0,56.0,53.0
124,46.0,50.0,49.0,51.0,52.0
125,44.0,42.0,44.0,44.0,45.0
126,56.0,52.0,55.0,57.0,50.0
127,58.0,61.0,57.0,58.0,60.0
128,44.0,45.0,45.0,44.0,50.0
129,46.0,41.0,43.0,48.0,42.0
130,59.0,56.0,59.0,60.0,55.0
131,52.0,56.0,55.0,53.0,57.0
132,46.0,47.0,46.0,48.0,49.0
133,49.0,47.0,49.0,50.0,49.0
134,55.0,53.0,56.0,56.0,54.0
135,55.0,57.0,56.0,53.0,55.0
136,44.0,47.0,48.0,47.0,51.0
137,51.0,49.0,52.0,53.0,51.0
138,56.0,53.0,55.0,56.0,54.0
139,50.0,50.0,49.0,48.0,52.0
140,53.0,51.0,51.0,53.0,51.0
141,52.0,53.0,52.0,54.0,55.0
142,50.0,51.0,52.0,51.0,49.0
143,51.0,51.0,52.0,52.0,51.0
144,53.0,51.0,51.0,56.0,55.0
145,55.0,55.0,52.0,56.0,51.0
146,51.0,53.0,52.0,52.0,53.0
147,47.0,48.0,48.0,48.0,50.0
148,56.0,53.0,54.0,55.0,51.0
149,56.0,55.0,52.0,54.0,54.0
150,50.0,49.0,49.0,51.0,53.0
151,52.0,49.0,52.0,51.0,51.0
152,53.0,53.0,54.0,53.0,50.0
153,55.0,54.0,53.0,52.0,53.0
154,52.0,53.0,51.0,53.0,54.0
155,50.0,55.0,53.0,51.0,49.0
156,51.0,54.0,52.0,53.0,52.0
157,55.0,53.0,54.0,52.0,52.0
158,54.0,54.0,53.0,50.0,52.0
159,53.0,53.0,52.0,52.0,51.0
160,53.0,51.0,53.0,53.0,51.0
161,54.0,51.0,54.0,54.0,52.0
162,53.0,54.0,53.0,51.0,54.0
163,53.0,53.0,50.0,52.0,52.0
164,53.0,52.0,51.0,53.0,51.0
165,55.0,54.0,51.0,50.0,52.0
166,54.0,54.0,52.0,54.0,52.0
167,52.0,53.0,53.0,54.0,51.0
168,49.0,52.0,51.0,52.0,54.0
169,51.0,51.0,51.0,52.0,50.0
170,54.0,53.0,52.0,53.0,51.0
171,55.0,53.0,55.0,53.0,55.0
172,51.0,53.0,53.0,51.0,52.0
173,53.0,54.0,52.0,52.0,51.0
174,50.0,52.0,51.0,53.0,50.0
175,55.0,52.0,54.0,51.0,51.0
176,51.0,52.0,53.0,50.0,52.0
177,51.0,52.0,51.0,52.0,52.0
178,53.0,51.0,51.0,52.0,53.0
179,53.0,53.0,53.0,53.0,53.0
180,54.0,53.0,53.0,54.0,52.0
181,52.0,51.0,51.0,52.0,52.0
182,54.0,51.0,51.0,51.0,49.0
183,52.0,53.0,53.0,53.0,52.0
184,51.0,54.0,54.0,52.0,52.0
185,53.0,51.0,50.0,51.0,53.0
186,54.0,51.0,52.0,52.0,51.0
187,54.0,50.0,52.0,53.0,51.0
188,53.0,53.0,51.0,52.0,53.0
189,53.0,51.0,50.0,53.0,53.0
190,54.0,51.0,50.0,53.0,52.0
191,53.0,51.0,50.0,54.0,52.0
192,52.0,51.0,52.0,52.0,52.0
193,51.0,54.0,52.0,52.0,53.0
194,54.0,54.0,51.0,52.0,52.0
195,52.0,52.0,50.0,51.0,49.0
196,52.0,53.0,52.0,53.0,52.0
197,51.0,54.0,52.0,54.0,51.0
198,51.0,51.0,54.0,52.0,51.0
199,49.0,51.0,51.0,52.0,53.0
200,51.0,52.0,52.0,54.0,50.0
201,53.0,52.0,52.0,53.0,52.0
202,54.0,54.0,52.0,52.0,52.0
203,55.0,53.0,53.0,50.0,54.0
204,52.0,53.0,53.0,53.0,51.0
205,54.0,51.0,50.0,52.0,51.0
206,54.0,49.0,55.0,52.0,52.0
207,54.0,53.0,52.0,51.0,51.0
208,54.0,52.0,51.0,53.0,52.0
209,52.0,51.0,54.0,49.0,53.0
210,53.0,53.0,53.0,49.0,52.0
211,54.0,52.0,51.0,56.0,53.0
212,52.0,51.0,54.0,52.0,53.0
213,54.0,52.0,51.0,53.0,52.0
214,53.0,52.0,50.0,53.0,51.0
215,53.0,52.0,50.0,53.0,52.0
216,53.0,52.0,50.0,52.0,54.0
217,50.0,52.0,51.0,51.0,52.0
218,53.0,54.0,53.0,52.0,51.0
219,53.0,52.0,53.0,52.0,51.0
220,52.0,53.0,51.0,52.0,51.0
221,54.0,53.0,53.0,54.0,53.0
222,52.0,52.0,53.0,51.0,51.0
223,52.0,55.0,53.0,54.0,51.0
224,53.0,52.0,52.0,52.0,54.0
225,53.0,53.0,52.0,52.0,52.0
226,54.0,53.0,53.0,50.0,54.0
227,50.0,53.0,50.0,51.0,54.0
228,51.0,53.0,53.0,52.0,52.0
229,53.0,50.0,52.0,52.0,53.0
230,52.0,52.0,54.0,53.0,54.0
231,51.0,53.0,53.0,55.0,53.0
232,52.0,51.0,51.0,50.0,51.0
233,52.0,54.0,53.0,54.0,50.0
234,51.0,55.0,50.0,52.0,50.0
235,51.0,51.0,53.0,51.0,51.0
236,53.0,54.0,52.0,52.0,52.0
237,53.0,52.0,50.0,51.0,53.0
238,55.0,54.0,53.0,52.0,51.0
239,53.0,55.0,52.0,49.0,51.0
240,51.0,53.0,51.0,51.0,51.0
241,52.0,55.0,53.0,52.0,51.0
242,53.0,52.0,52.0,52.0,52.0
243,52.0,50.0,52.0,54.0,52.0
244,53.0,52.0,51.0,51.0,51.0
245,54.0,52.0,53.0,52.0,50.0
246,53.0,54.0,52.0,50.0,52.0
247,53.0,52.0,51.0,51.0,52.0
248,52.0,53.0,54.0,51.0,52.0
249,52.0,54.0,52.0,52.0,53.0
250,52.0,52.0,51.0,53.0,51.0
251,54.0,53.0,53.0,52.0,51.0
252,54.0,53.0,51.0,53.0,52.0
253,53.0,52.0,51.0,53.0,51.0
254,53.0,53.0,52.0,53.0,53.0
255,54.0,53.0,51.0,51.0,51.0
256,53.0,54.0,53.0,52.0,51.0
257,52.0,51.0,52.0,53.0,50.0
258,52.0,52.0,51.0,51.0,51.0
259,53.0,54.0,53.0,51.0,51.0
260,54.0,53.0,53.0,53.0,49.0
261,54.0,52.0,49.0,52.0,53.0
262,52.0,51.0,52.0,52.0,52.0
263,52.0,54.0,52.0,51.0,52.0
264,51.0,53.0,50.0,51.0,53.0
265,53.0,53.0,54.0,52.0,49.0
266,53.0,55.0,51.0,52.0,52.0
267,52.0,54.0,50.0,51.0,52.0
268,53.0,52.0,52.0,51.0,51.0
269,52.0,54.0,51.0,52.0,51.0
270,52.0,53.0,53.0,52.0,50.0
271,53.0,50.0,52.0,53.0,53.0
272,52.0,52.0,53.0,52.0,52.0
273,53.0,52.0,52.0,52.0,50.0
274,53.0,53.0,54.0,51.0,52.0
275,52.0,50.0,52.0,51.0,51.0
276,52.0,53.0,50.0,53.0,53.0
277,51.0,52.0,53.0,53.0,52.0
278,54.0,52.0,51.0,52.0,51.0
279,52.0,52.0,50.0,52.0,53.0
280,53.0,51.0,53.0,52.0,52.0
281,53.0,54.0,54.0,53.0,54.0
282,52.0,52.0,52.0,50.0,53.0
283,52.0,53.0,53.0,53.0,54.0
284,52.0,52.0,53.0,52.0,53.0
285,53.0,55.0,52.0,54.0,53.0
286,53.0,52.0,54.0,54.0,53.0
287,52.0,52.0,52.0,53.0,51.0
288,53.0,53.0,49.0,52.0,53.0
289,53.0,52.0,52.0,53.0,53.0
290,53.0,53.0,53.0,54.0,50.0
291,52.0,52.0,52.0,53.0,54.0
292,52.0,52.0,53.0,53.0,50.0
293,53.0,52.0,49.0,53.0,53.0
294,53.0,52.0,50.0,53.0,52.0
295,53.0,53.0,50.0,52.0,52.0
296,51.0,53.0,49.0,51.0,54.0
297,52.0,53.0,51.0,49.0,51.0
298,53.0,53.0,53.0,51.0,53.0
299,53.0,53.0,52.0,52.0,53.0
300,54.0,52.0,53.0,51.0,51.0
301,52.0,51.0,52.0,51.0,53.0
302,54.0,53.0,54.0,51.0,53.0
303,52.0,53.0,53.0,54.0,51.0
304,51.0,52.0,51.0,52.0,53.0
305,54.0,50.0,53.0,53.0,52.0
306,52.0,52.0,50.0,53.0,53.0
307,52.0,53.0,53.0,52.0,52.0
308,52.0,52.0,53.0,53.0,53.0
309,51.0,54.0,52.0,51.0,51.0
310,54.0,51.0,54.0,52.0,51.0
311,53.0,51.0,52.0,53.0,52.0
312,53.0,52.0,52.0,50.0,52.0
313,54.0,51.0,53.0,51.0,51.0
314,50.0,52.0,51.0,52.0,52.0
315,52.0,52.0,52.0,51.0,51.0
316,51.0,52.0,52.0,52.0,52.0
317,52.0,54.0,51.0,51.0,51.0
318,52.0,51.0,52.0,52.0,52.0
319,52.0,52.0,52.0,52.0,52.0
320,53.0,52.0,52.0,52.0,52.0
321,53.0,51.0,52.0,52.0,54.0
322,52.0,51.0,50.0,52.0,52.0
323,54.0,45.0,50.0,54.0,55.0
324,52.0,49.0,50.0,52.0,49.0
325,55.0,53.0,52.0,52.0,49.0
326,53.0,52.0,52.0,56.0,53.0
327,55.0,52.0,53.0,51.0,50.0
328,54.0,51.0,52.0,52.0,49.0
329,52.0,52.0,49.0,52.0,51.0
330,55.0,53.0,50.0,53.0,53.0
331,52.0,52.0,53.0,54.0,53.0
332,51.0,53.0,52.0,53.0,51.0
333,50.0,52.0,51.0,53.0,55.0
334,50.0,52.0,52.0,51.0,53.0
335,52.0,52.0,54.0,51.0,51.0
336,53.0,52.0,52.0,53.0,54.0
337,52.0,53.0,52.0,52.0,51.0
338,52.0,54.0,50.0,52.0,52.0
339,53.0,52.0,53.0,52.0,52.0
340,54.0,53.0,53.0,52.0,55.0
341,52.0,52.0,51.0,51.0,55.0
342,52.0,52.0,50.0,53.0,51.0
343,54.0,53.0,52.0,53.0,53.0
344,51.0,51.0,51.0,52.0,51.0
345,52.0,52.0,53.0,53.0,52.0
346,53.0,51.0,51.0,53.0,52.0
347,53.0,53.0,52.0,53.0,53.0
348,52.0,53.0,54.0,53.0,54.0
349,53.0,51.0,51.0,50.0,53.0
350,53.0,51.0,52.0,52.0,53.0
351,53.0,54.0,52.0,52.0,54.0
352,53.0,52.0,51.0,54.0,53.0
353,55.0,51.0,54.0,53.0,51.0
354,52.0,54.0,50.0,51.0,53.0
355,51.0,53.0,52.0,53.0,53.0
356,55.0,52.0,52.0,52.0,53.0
357,53.0,51.0,54.0,51.0,52.0
358,54.0,53.0,52.0,54.0,54.0
359,52.0,52.0,51.0,52.0,52.0
360,53.0,52.0,53.0,52.0,53.0
361,54.0,52.0,51.0,54.0,53.0
362,53.0,53.0,51.0,52.0,53.0
363,53.0,54.0,52.0,53.0,53.0
364,54.0,53.0,50.0,51.0,52.0
365,53.0,53.0,53.0,51.0,53.0
366,51.0,54.0,51.0,53.0,52.0
367,52.0,52.0,51.0,53.0,52.0
368,54.0,53.0,52.0,51.0,51.0
369,52.0,52.0,51.0,52.0,51.0
370,52.0,53.0,53.0,52.0,54.0
371,53.0,51.0,51.0,52.0,52.0
372,53.0,53.0,53.0,53.0,53.0
373,53.0,54.0,52.0,51.0,52.0
374,53.0,51.0,50.0,52.0,51.0
375,53.0,51.0,52.0,52.0,53.0
376,54.0,53.0,51.0,52.0,52.0
377,52.0,55.0,52.0,52.0,53.0
378,51.0,53.0,52.0,52.0,54.0
379,52.0,53.0,51.0,52.0,53.0
380,53.0,54.0,54.0,54.0,50.0
381,54.0,51.0,53.0,52.0,54.0
382,53.0,52.0,52.0,51.0,54.0
383,52.0,54.0,51.0,53.0,54.0
384,52.0,53.0,53.0,51.0,53.0
385,55.0,54.0,54.0,53.0,52.0
386,52.0,51.0,52.0,52.0,52.0
387,51.0,53.0,52.0,50.0,54.0
388,54.0,55.0,52.0,51.0,53.0
389,53.0,50.0,52.0,54.0,53.0
390,54.0,52.0,55.0,53.0,52.0
391,52.0,53.0,51.0,53.0,55.0
392,53.0,53.0,50.0,52.0,51.0
393,55.0,52.0,53.0,53.0,50.0
394,51.0,51.0,52.0,53.0,50.0
395,50.0,54.0,53.0,53.0,51.0
396,54.0,51.0,53.0,50.0,52.0
397,55.0,53.0,52.0,51.0,53.0
398,52.0,56.0,54.0,53.0,53.0
399,54.0,52.0,52.0,51.0,54.0
400,54.0,54.0,53.0,50.0,51.0
401,54.0,54.0,50.0,51.0,51.0
402,52.0,54.0,53.0,54.0,51.0
403,55.0,53.0,52.0,53.0,53.0
404,53.0,51.0,51.0,50.0,51.0
405,54.0,53.0,52.0,54.0,51.0
406,51.0,54.0,50.0,54.0,51.0
407,53.0,53.0,51.0,53.0,51.0
408,54.0,53.0,52.0,55.0,52.0
409,51.0,52.0,52.0,53.0,50.0
410,53.0,54.0,54.0,53.0,53.0
411,52.0,51.0,52.0,50.0,53.0
412,51.0,53.0,53.0,50.0,51.0
413,54.0,54.0,50.0,51.0,51.0
414,51.0,51.0,52.0,50.0,52.0
415,54.0,52.0,51.0,52.0,52.0
416,55.0,52.0,53.0,53.0,52.0
417,53.0,54.0,53.0,53.0,50.0
418,53.0,51.0,50.0,52.0,53.0
419,50.0,52.0,53.0,51.0,50.0
420,50.0,53.0,53.0,55.0,52.0
421,52.0,51.0,52.0,52.0,52.0
422,52.0,53.0,52.0,52.0,53.0
423,53.0,52.0,51.0,53.0,54.0
424,53.0,52.0,50.0,50.0,54.0
425,54.0,54.0,52.0,54.0,53.0
426,52.0,52.0,51.0,54.0,53.0
427,54.0,52.0,52.0,53.0,52.0
428,53.0,52.0,51.0,52.0,52.0
429,53.0,53.0,52.0,53.0,51.0
430,52.0,52.0,52.0,52.0,52.0
431,50.0,52.0,51.0,52.0,52.0
432,54.0,54.0,54.0,52.0,52.0
433,52.0,51.0,54.0,53.0,52.0
434,54.0,53.0,53.0,53.0,52.0
435,53.0,52.0,52.0,52.0,54.0
436,52.0,51.0,53.0,53.0,52.0
437,54.0,52.0,52.0,51.0,52.0
438,54.0,50.0,51.0,50.0,52.0
439,54.0,52.0,53.0,52.0,52.0
440,51.0,52.0,53.0,54.0,53.0
441,53.0,50.0,49.0,54.0,52.0
442,54.0,54.0,52.0,53.0,51.0
443,52.0,50.0,52.0,52.0,53.0
444,51.0,52.0,52.0,51.0,52.0
445,52.0,52.0,51.0,55.0,52.0
446,53.0,53.0,52.0,53.0,51.0
447,52.0,53.0,52.0,53.0,52.0
448,51.0,50.0,51.0,52.0,54.0
449,52.0,51.0,52.0,53.0,52.0
450,53.0,52.0,52.0,52.0,54.0
451,51.0,51.0,54.0,53.0,53.0
452,53.0,54.0,54.0,55.0,50.0
453,53.0,53.0,51.0,52.0,52.0
454,51.0,54.0,52.0,53.0,52.0
455,53.0,52.0,53.0,54.0,52.0
456,51.0,52.0,51.0,51.0,53.0
457,51.0,53.0,51.0,51.0,50.0
458,53.0,54.0,51.0,51.0,51.0
459,54.0,53.0,50.0,50.0,52.0
460,53.0,49.0,50.0,54.0,52.0
461,52.0,52.0,51.0,52.0,52.0
462,52.0,51.0,51.0,53.0,52.0
463,51.0,52.0,51.0,53.0,52.0
464,52.0,53.0,52.0,51.0,52.0
465,52.0,52.0,52.0,52.0,54.0
466,54.0,51.0,52.0,52.0,51.0
467,54.0,53.0,52.0,54.0,51.0
468,53.0,52.0,52.0,52.0,54.0
469,54.0,51.0,53.0,50.0,50.0
470,53.0,51.0,52.0,51.0,53.0
471,52.0,53.0,51.0,54.0,52.0
472,51.0,53.0,54.0,53.0,50.0
473,52.0,49.0,52.0,51.0,52.0
474,52.0,53.0,52.0,53.0,53.0
475,51.0,50.0,51.0,53.0,52.0
476,51.0,52.0,52.0,52.0,52.0
477,54.0,54.0,52.0,52.0,51.0
478,56.0,50.0,49.0,53.0,52.0
479,54.0,51.0,51.0,54.0,53.0
480,52.0,51.0,52.0,53.0,52.0
481,51.0,54.0,53.0,52.0,52.0
482,54.0,53.0,52.0,51.0,53.0
483,52.0,51.0,52.0,52.0,53.0
484,55.0,52.0,52.0,53.0,55.0
485,53.0,51.0,53.0,53.0,54.0
486,53.0,53.0,50.0,51.0,51.0
487,54.0,53.0,52.0,53.0,52.0
488,53.0,52.0,53.0,53.0,54.0
489,52.0,51.0,51.0,52.0,53.0
490,52.0,50.0,53.0,53.0,52.0
491,53.0,51.0,51.0,52.0,52.0
492,54.0,49.0,52.0,53.0,51.0
493,52.0,52.0,53.0,53.0,51.0
494,50.0,53.0,52.0,52.0,52.0
495,53.0,51.0,55.0,55.0,52.0
496,52.0,51.0,53.0,51.0,54.0
497,53.0,53.0,55.0,52.0,53.0
498,53.0,51.0,52.0,52.0,54.0
499,52.0,52.0,54.0,51.0,52.0
500,53.0,52.0,53.0,52.0,54.0
501,52.0,50.0,52.0,51.0,52.0
502,52.0,50.0,52.0,51.0,51.0
503,52.0,52.0,54.0,54.0,53.0
504,54.0,51.0,51.0,53.0,51.0
505,53.0,53.0,52.0,54.0,52.0
506,54.0,51.0,52.0,51.0,53.0
507,51.0,53.0,53.0,52.0,52.0
508,53.0,51.0,51.0,51.0,52.0
509,52.0,50.0,52.0,52.0,52.0
510,52.0,54.0,52.0,52.0,52.0
511,53.0,53.0,54.0,51.0,53.0
512,52.0,51.0,54.0,52.0,52.0
513,54.0,51.0,54.0,53.0,51.0
514,53.0,52.0,54.0,54.0,51.0
515,53.0,52.0,53.0,53.0,53.0
516,52.0,51.0,52.0,51.0,54.0
517,53.0,54.0,54.0,51.0,53.0
518,53.0,51.0,52.0,53.0,54.0
519,52.0,52.0,52.0,52.0,53.0
520,53.0,52.0,55.0,53.0,52.0
521,52.0,51.0,53.0,51.0,52.0
522,53.0,51.0,54.0,53.0,52.0
523,53.0,53.0,53.0,53.0,52.0
524,50.0,53.0,51.0,51.0,54.0
525,52.0,53.0,53.0,53.0,52.0
526,52.0,50.0,53.0,53.0,52.0
527,52.0,52.0,53.0,55.0,50.0
528,53.0,53.0,52.0,54.0,52.0
529,50.0,52.0,53.0,53.0,51.0
530,50.0,52.0,52.0,55.0,52.0
531,51.0,52.0,51.0,53.0,51.0
532,52.0,54.0,55.0,52.0,52.0
533,51.0,54.0,53.0,53.0,55.0
534,54.0,52.0,53.0,52.0,52.0
535,53.0,54.0,53.0,53.0,51.0
536,51.0,52.0,51.0,51.0,52.0
537,52.0,55.0,53.0,53.0,52.0
538,54.0,53.0,53.0,52.0,52.0
539,52.0,52.0,53.0,53.0,53.0
540,53.0,53.0,53.0,52.0,53.0
541,51.0,51.0,52.0,51.0,51.0
542,53.0,53.0,55.0,51.0,50.0
543,53.0,53.0,52.0,51.0,53.0
544,54.0,53.0,54.0,51.0,53.0
545,55.0,53.0,52.0,52.0,51.0
546,52.0,49.0,53.0,53.0,52.0
547,55.0,53.0,54.0,52.0,51.0
548,52.0,52.0,52.0,52.0,54.0
549,52.0,53.0,52.0,52.0,54.0
550,54.0,52.0,52.0,54.0,53.0
551,51.0,50.0,52.0,52.0,53.0
552,53.0,51.0,54.0,53.0,54.0
553,51.0,53.0,52.0,54.0,53.0
554,52.0,52.0,53.0,55.0,52.0
555,53.0,53.0,53.0,54.0,52.0
556,52.0,52.0,52.0,53.0,54.0
557,53.0,53.0,52.0,53.0,52.0
558,53.0,52.0,53.0,51.0,54.0
559,52.0,52.0,53.0,53.0,52.0
560,54.0,53.0,51.0,55.0,55.0
561,51.0,51.0,55.0,51.0,51.0
562,52.0,52.0,54.0,54.0,52.0
563,52.0,51.0,53.0,53.0,55.0
564,50.0,54.0,52.0,52.0,53.0
565,52.0,53.0,52.0,52.0,52.0
566,52.0,51.0,52.0,52.0,53.0
567,52.0,49.0,52.0,53.0,52.0
568,51.0,51.0,52.0,52.0,52.0
569,51.0,53.0,55.0,53.0,52.0
570,50.0,53.0,52.0,54.0,52.0
571,52.0,51.0,53.0,52.0,52.0
572,52.0,52.0,54.0,53.0,52.0
573,53.0,54.0,54.0,52.0,52.0
574,53.0,52.0,54.0,54.0,50.0
575,53.0,52.0,53.0,54.0,53.0
576,53.0,55.0,53.0,52.0,52.0
577,52.0,53.0,54.0,52.0,53.0
578,52.0,52.0,52.0,54.0,53.0
579,53.0,53.0,53.0,53.0,52.0
580,52.0,53.0,55.0,52.0,53.0
581,51.0,51.0,53.0,50.0,53.0
582,53.0,52.0,52.0,51.0,51.0
583,52.0,51.0,54.0,53.0,52.0
584,53.0,53.0,55.0,52.0,53.0
585,51.0,51.0,52.0,51.0,55.0
586,53.0,52.0,53.0,51.0,53.0
587,53.0,53.0,54.0,52.0,53.0
588,52.0,51.0,53.0,51.0,53.0
589,52.0,55.0,54.0,53.0,52.0
590,52.0,52.0,53.0,53.0,54.0
591,51.0,52.0,54.0,52.0,51.0
592,53.0,54.0,54.0,54.0,54.0
593,51.0,53.0,53.0,54.0,54.0
594,52.0,54.0,55.0,51.0,51.0
595,50.0,53.0,52.0,50.0,55.0
596,53.0,50.0,53.0,52.0,51.0
597,53.0,53.0,53.0,52.0,54.0
598,53.0,52.0,53.0,52.0,54.0
599,53.0,53.0,53.0,51.0,51.0
600,50.0,53.0,53.0,53.0,53.0
601,52.0,53.0,53.0,52.0,52.0
602,51.0,53.0,53.0,51.0,53.0
603,52.0,53.0,52.0,53.0,54.0
604,51.0,54.0,53.0,52.0,51.0
605,51.0,53.0,53.0,51.0,54.0
606,51.0,53.0,53.0,52.0,51.0
607,53.0,52.0,52.0,52.0,53.0
608,51.0,49.0,53.0,52.0,52.0
609,52.0,52.0,53.0,51.0,53.0
610,50.0,52.0,53.0,52.0,52.0
611,50.0,52.0,53.0,50.0,51.0
612,52.0,52.0,53.0,51.0,53.0
613,51.0,52.0,56.0,53.0,52.0
614,52.0,51.0,53.0,52.0,51.0
615,51.0,50.0,50.0,52.0,52.0
616,52.0,52.0,52.0,52.0,51.0
617,52.0,52.0,53.0,52.0,53.0
618,52.0,51.0,52.0,53.0,50.0
619,53.0,52.0,53.0,53.0,51.0
620,51.0,52.0,53.0,54.0,53.0
621,51.0,50.0,53.0,52.0,51.0
622,53.0,51.0,51.0,52.0,53.0
623,52.0,53.0,50.0,52.0,53.0
624,53.0,53.0,53.0,53.0,51.0
625,53.0,52.0,52.0,55.0,54.0
626,52.0,52.0,52.0,53.0,51.0
627,51.0,54.0,52.0,53.0,53.0
628,53.0,52.0,53.0,53.0,53.0
629,52.0,54.0,52.0,52.0,54.0
