,event_0,event_1,event_2,event_3,event_4
88,52.0,51.0,52.0,53.0,52.0
89,53.0,52.0,53.0,52.0,52.0
90,55.0,52.0,50.0,53.0,52.0
91,51.0,52.0,53.0,52.0,53.0
92,52.0,53.0,52.0,51.0,53.0
93,55.0,52.0,51.0,52.0,53.0
94,52.0,53.0,53.0,54.0,54.0
95,52.0,52.0,51.0,54.0,52.0
96,51.0,54.0,52.0,53.0,53.0
97,53.0,53.0,52.0,54.0,52.0
98,53.0,54.0,51.0,53.0,52.0
99,54.0,54.0,53.0,54.0,52.0
100,54.0,54.0,52.0,55.0,51.0
101,48.0,53.0,54.0,53.0,51.0
102,11.0,13.0,49.0,45.0,26.0
103,-23.0,-127.0,-2.0,-8.0,-56.0
104,-4.0,-127.0,-86.0,-39.0,-81.0
105,28.0,-66.0,-76.0,-16.0,-25.0
106,41.0,14.0,-13.0,23.0,27.0
107,45.0,37.0,25.0,40.0,40.0
108,51.0,43.0,34.0,45.0,46.0
109,53.0,54.0,47.0,47.0,50.0
110,48.0,46.0,49.0,51.0,48.0
111,48.0,34.0,43.0,45.0,43.0
112,52.0,40.0,40.0,47.0,48.0
113,52.0,47.0,45.0,49.0,49.0
114,51.0,48.0,48.0,49.0,47.0
115,52.0,53.0,48.0,52.0,52.0
116,54.0,52.0,49.0,53.0,53.0
117,54.0,52.0,50.0,51.0,52.0
118,52.0,54.0,49.0,55.0,53.0
119,51.0,50.0,52.0,53.0,50.0
120,53.0,51.0,50.0,51.0,50.0
121,53.0,54.0,51.0,53.0,52.0
122,53.0,53.0,53.0,54.0,52.0
123,53.0,52.0,52.0,52.0,54.0
124,54.0,50.0,50.0,53.0,53.0
125,54.0,52.0,50.0,53.0,52.0
126,53.0,54.0,53.0,56.0,55.0
127,52.0,52.0,52.0,54.0,52.0
128,52.0,50.0,50.0,51.0,49.0
129,52.0,52.0,52.0,54.0,51.0
130,53.0,55.0,50.0,53.0,55.0
131,53.0,52.0,52.0,55.0,54.0
132,51.0,52.0,52.0,53.0,51.0
133,53.0,55.0,52.0,51.0,52.0
134,54.0,55.0,54.0,55.0,54.0
135,52.0,51.0,53.0,54.0,52.0
136,53.0,52.0,52.0,53.0,53.0
137,51.0,53.0,52.0,55.0,51.0
138,53.0,50.0,52.0,53.0,54.0
139,52.0,51.0,50.0,53.0,53.0
140,52.0,52.0,50.0,52.0,52.0
141,51.0,52.0,52.0,52.0,54.0
142,53.0,50.0,52.0,50.0,55.0
143,52.0,54.0,51.0,51.0,53.0
144,51.0,56.0,51.0,51.0,52.0
145,54.0,53.0,54.0,54.0,55.0
146,53.0,51.0,52.0,53.0,53.0
147,54.0,50.0,51.0,52.0,53.0
148,53.0,52.0,52.0,53.0,54.0
149,52.0,48.0,53.0,53.0,53.0
150,51.0,54.0,51.0,53.0,53.0
151,52.0,53.0,53.0,52.0,52.0
152,54.0,51.0,53.0,53.0,53.0
153,53.0,52.0,52.0,52.0,52.0
154,49.0,54.0,54.0,52.0,52.0
155,52.0,52.0,51.0,52.0,52.0
156,52.0,51.0,51.0,52.0,51.0
157,54.0,52.0,51.0,52.0,54.0
158,53.0,54.0,53.0,54.0,54.0
159,49.0,52.0,53.0,53.0,52.0
160,52.0,55.0,51.0,53.0,54.0
161,53.0,51.0,50.0,52.0,52.0
162,51.0,50.0,53.0,53.0,52.0
163,53.0,54.0,52.0,52.0,52.0
164,53.0,49.0,52.0,50.0,52.0
165,53.0,53.0,53.0,54.0,52.0
166,52.0,51.0,52.0,51.0,52.0
167,51.0,52.0,52.0,52.0,51.0
168,51.0,51.0,52.0,52.0,53.0
169,51.0,53.0,53.0,51.0,50.0
170,53.0,52.0,52.0,51.0,52.0
171,51.0,52.0,53.0,51.0,52.0
172,51.0,52.0,53.0,52.0,51.0
173,54.0,54.0,53.0,54.0,52.0
174,51.0,52.0,53.0,52.0,51.0
175,53.0,53.0,54.0,52.0,53.0
176,53.0,53.0,50.0,55.0,51.0
177,52.0,52.0,51.0,51.0,52.0
178,53.0,52.0,52.0,52.0,52.0
179,52.0,50.0,51.0,54.0,51.0
180,53.0,54.0,51.0,54.0,51.0
181,52.0,53.0,53.0,52.0,50.0
182,52.0,53.0,51.0,53.0,50.0
183,52.0,52.0,50.0,54.0,52.0
184,51.0,52.0,53.0,53.0,49.0
185,51.0,53.0,53.0,54.0,53.0
186,52.0,54.0,53.0,54.0,52.0
187,53.0,54.0,52.0,51.0,51.0
188,52.0,52.0,52.0,52.0,51.0
189,51.0,52.0,52.0,53.0,51.0
190,52.0,54.0,53.0,52.0,52.0
191,52.0,53.0,53.0,51.0,52.0
192,53.0,54.0,51.0,52.0,52.0
193,51.0,54.0,53.0,52.0,53.0
194,52.0,52.0,53.0,53.0,52.0
195,54.0,50.0,55.0,51.0,53.0
196,54.0,52.0,53.0,50.0,53.0
197,52.0,52.0,53.0,53.0,53.0
198,52.0,52.0,50.0,54.0,53.0
199,53.0,53.0,53.0,52.0,53.0
200,52.0,53.0,53.0,52.0,52.0
201,50.0,53.0,53.0,50.0,52.0
202,52.0,53.0,50.0,52.0,51.0
203,53.0,52.0,52.0,52.0,53.0
204,51.0,53.0,52.0,53.0,52.0
205,53.0,52.0,53.0,53.0,53.0
206,50.0,52.0,52.0,50.0,52.0
207,53.0,52.0,50.0,53.0,52.0
208,52.0,53.0,53.0,52.0,53.0
209,53.0,51.0,54.0,53.0,53.0
210,52.0,51.0,50.0,54.0,53.0
211,52.0,51.0,51.0,53.0,53.0
212,54.0,52.0,54.0,53.0,52.0
213,54.0,50.0,52.0,52.0,51.0
214,52.0,50.0,53.0,51.0,53.0
215,52.0,52.0,53.0,52.0,51.0
216,52.0,51.0,55.0,51.0,52.0
217,52.0,51.0,52.0,53.0,53.0
218,52.0,51.0,51.0,53.0,53.0
219,54.0,52.0,53.0,50.0,54.0
220,54.0,53.0,52.0,52.0,53.0
221,54.0,52.0,53.0,52.0,52.0
222,53.0,52.0,52.0,52.0,54.0
223,51.0,51.0,55.0,52.0,52.0
224,53.0,52.0,54.0,51.0,51.0
225,53.0,52.0,54.0,53.0,54.0
226,52.0,52.0,52.0,52.0,52.0
227,52.0,53.0,52.0,52.0,51.0
228,54.0,51.0,52.0,51.0,51.0
229,53.0,51.0,54.0,54.0,52.0
230,54.0,52.0,51.0,53.0,53.0
231,52.0,53.0,53.0,53.0,54.0
232,52.0,51.0,51.0,53.0,53.0
233,53.0,54.0,53.0,52.0,53.0
234,54.0,54.0,52.0,51.0,52.0
235,54.0,51.0,50.0,51.0,50.0
236,54.0,53.0,53.0,51.0,52.0
237,53.0,51.0,53.0,51.0,54.0
238,50.0,53.0,54.0,53.0,53.0
239,52.0,52.0,53.0,51.0,51.0
240,53.0,53.0,51.0,51.0,54.0
241,52.0,51.0,55.0,52.0,53.0
242,52.0,53.0,52.0,52.0,50.0
243,52.0,53.0,53.0,53.0,52.0
244,53.0,51.0,53.0,50.0,52.0
245,55.0,52.0,52.0,51.0,53.0
246,53.0,51.0,53.0,51.0,52.0
247,53.0,53.0,52.0,53.0,50.0
248,52.0,53.0,54.0,52.0,53.0
249,52.0,51.0,55.0,52.0,52.0
250,52.0,52.0,52.0,54.0,53.0
251,52.0,52.0,53.0,51.0,53.0
252,53.0,53.0,50.0,53.0,52.0
253,53.0,55.0,54.0,52.0,51.0
254,52.0,52.0,54.0,53.0,51.0
255,52.0,52.0,52.0,52.0,53.0
256,52.0,52.0,52.0,51.0,53.0
257,51.0,54.0,53.0,52.0,54.0
258,54.0,54.0,53.0,52.0,53.0
259,53.0,53.0,53.0,54.0,52.0
260,55.0,52.0,51.0,54.0,51.0
261,53.0,52.0,52.0,51.0,52.0
262,53.0,54.0,53.0,52.0,52.0
263,53.0,53.0,53.0,52.0,54.0
264,54.0,52.0,54.0,54.0,52.0
265,52.0,53.0,53.0,55.0,52.0
266,52.0,51.0,53.0,52.0,52.0
267,52.0,51.0,52.0,53.0,53.0
268,52.0,50.0,54.0,53.0,51.0
269,52.0,51.0,53.0,52.0,50.0
270,52.0,56.0,51.0,53.0,51.0
271,52.0,51.0,53.0,52.0,52.0
272,53.0,52.0,53.0,53.0,51.0
273,54.0,52.0,52.0,53.0,52.0
274,51.0,51.0,51.0,52.0,52.0
275,53.0,51.0,54.0,52.0,52.0
276,53.0,52.0,53.0,52.0,53.0
277,52.0,50.0,51.0,52.0,51.0
278,52.0,52.0,52.0,51.0,52.0
279,54.0,53.0,53.0,52.0,51.0
280,50.0,51.0,53.0,52.0,51.0
281,51.0,52.0,53.0,53.0,50.0
282,53.0,51.0,52.0,53.0,51.0
283,51.0,54.0,54.0,51.0,50.0
284,52.0,53.0,53.0,53.0,51.0
285,53.0,54.0,50.0,52.0,52.0
286,54.0,52.0,53.0,52.0,51.0
287,53.0,53.0,53.0,52.0,53.0
288,51.0,52.0,51.0,52.0,51.0
289,51.0,54.0,54.0,53.0,52.0
290,51.0,52.0,52.0,50.0,52.0
291,51.0,51.0,54.0,54.0,53.0
292,53.0,51.0,53.0,54.0,52.0
293,52.0,52.0,53.0,52.0,52.0
294,53.0,54.0,54.0,53.0,52.0
295,53.0,55.0,52.0,53.0,52.0
296,51.0,52.0,54.0,52.0,51.0
297,53.0,52.0,52.0,52.0,53.0
298,52.0,54.0,53.0,52.0,51.0
299,52.0,52.0,55.0,52.0,51.0
300,52.0,52.0,54.0,51.0,51.0
301,52.0,50.0,52.0,54.0,51.0
302,54.0,51.0,53.0,51.0,51.0
303,53.0,53.0,52.0,53.0,51.0
304,53.0,52.0,51.0,52.0,52.0
305,53.0,53.0,52.0,53.0,53.0
306,53.0,51.0,53.0,51.0,53.0
307,53.0,51.0,52.0,52.0,54.0
308,53.0,51.0,52.0,54.0,52.0
309,51.0,52.0,50.0,52.0,54.0
310,53.0,51.0,53.0,51.0,51.0
311,52.0,54.0,53.0,53.0,52.0
312,53.0,51.0,52.0,54.0,52.0
313,54.0,52.0,53.0,52.0,54.0
314,53.0,52.0,53.0,50.0,52.0
315,52.0,54.0,53.0,53.0,53.0
316,53.0,53.0,54.0,53.0,51.0
317,53.0,51.0,53.0,53.0,54.0
318,51.0,52.0,52.0,54.0,53.0
319,50.0,54.0,53.0,53.0,52.0
320,53.0,53.0,54.0,54.0,51.0
321,50.0,51.0,53.0,54.0,50.0
322,52.0,52.0,53.0,54.0,52.0
323,52.0,52.0,53.0,54.0,51.0
324,53.0,52.0,54.0,52.0,52.0
325,53.0,53.0,54.0,52.0,54.0
326,52.0,52.0,52.0,53.0,51.0
327,53.0,52.0,52.0,52.0,52.0
328,52.0,52.0,54.0,52.0,51.0
329,52.0,52.0,54.0,53.0,52.0
330,51.0,53.0,54.0,54.0,53.0
331,53.0,52.0,54.0,52.0,51.0
332,53.0,50.0,53.0,53.0,53.0
333,51.0,52.0,51.0,52.0,51.0
334,53.0,51.0,51.0,52.0,52.0
335,53.0,52.0,54.0,52.0,53.0
336,54.0,51.0,53.0,51.0,52.0
337,51.0,51.0,52.0,53.0,53.0
338,52.0,52.0,54.0,52.0,53.0
339,52.0,54.0,55.0,53.0,51.0
340,52.0,53.0,53.0,51.0,53.0
341,51.0,51.0,51.0,50.0,53.0
342,52.0,51.0,52.0,52.0,53.0
343,53.0,52.0,57.0,51.0,52.0
344,53.0,53.0,49.0,53.0,52.0
345,52.0,52.0,54.0,53.0,52.0
346,51.0,53.0,51.0,52.0,52.0
347,53.0,52.0,53.0,53.0,51.0
348,51.0,52.0,53.0,53.0,51.0
349,52.0,52.0,55.0,51.0,52.0
350,53.0,52.0,52.0,53.0,52.0
351,52.0,52.0,52.0,52.0,51.0
352,52.0,52.0,53.0,51.0,52.0
353,51.0,51.0,54.0,52.0,50.0
354,53.0,53.0,51.0,51.0,51.0
355,52.0,52.0,52.0,52.0,52.0
356,52.0,52.0,53.0,53.0,53.0
357,52.0,53.0,53.0,54.0,52.0
358,52.0,52.0,51.0,53.0,53.0
359,52.0,51.0,51.0,51.0,49.0
360,51.0,51.0,53.0,53.0,53.0
361,52.0,52.0,54.0,53.0,51.0
362,52.0,51.0,53.0,53.0,54.0
363,51.0,53.0,54.0,55.0,52.0
364,51.0,53.0,54.0,53.0,52.0
365,52.0,54.0,51.0,51.0,52.0
366,52.0,51.0,52.0,51.0,53.0
367,53.0,50.0,54.0,52.0,53.0
368,52.0,54.0,50.0,52.0,53.0
369,52.0,53.0,51.0,51.0,53.0
370,54.0,51.0,51.0,50.0,53.0
371,54.0,52.0,52.0,54.0,52.0
372,54.0,51.0,51.0,53.0,54.0
373,53.0,53.0,56.0,51.0,52.0
374,53.0,52.0,51.0,50.0,51.0
375,51.0,53.0,52.0,51.0,52.0
376,52.0,51.0,52.0,50.0,51.0
377,53.0,52.0,53.0,54.0,53.0
378,50.0,51.0,52.0,52.0,53.0
379,50.0,52.0,51.0,52.0,51.0
380,52.0,53.0,51.0,52.0,51.0
381,52.0,55.0,54.0,53.0,52.0
382,52.0,52.0,53.0,53.0,53.0
383,51.0,52.0,52.0,51.0,52.0
384,53.0,51.0,52.0,53.0,54.0
385,53.0,50.0,52.0,51.0,52.0
386,54.0,52.0,52.0,51.0,52.0
387,52.0,52.0,53.0,53.0,54.0
388,52.0,53.0,53.0,52.0,51.0
389,51.0,51.0,53.0,50.0,52.0
390,53.0,53.0,52.0,53.0,55.0
391,52.0,51.0,54.0,52.0,51.0
392,52.0,53.0,52.0,52.0,52.0
393,53.0,52.0,54.0,52.0,51.0
394,54.0,53.0,52.0,54.0,52.0
395,54.0,53.0,51.0,53.0,51.0
396,52.0,52.0,53.0,51.0,53.0
397,52.0,52.0,53.0,54.0,50.0
398,52.0,53.0,54.0,52.0,53.0
399,53.0,52.0,53.0,49.0,52.0
400,54.0,50.0,52.0,52.0,53.0
401,54.0,50.0,54.0,52.0,53.0
402,52.0,51.0,50.0,51.0,52.0
403,51.0,51.0,54.0,53.0,53.0
404,54.0,53.0,52.0,51.0,52.0
405,52.0,53.0,51.0,50.0,52.0
406,51.0,51.0,53.0,52.0,52.0
407,54.0,54.0,52.0,52.0,52.0
408,52.0,52.0,53.0,52.0,51.0
409,53.0,52.0,52.0,53.0,53.0
410,52.0,53.0,51.0,51.0,52.0
411,52.0,51.0,52.0,53.0,52.0
412,54.0,51.0,52.0,51.0,52.0
413,53.0,52.0,52.0,52.0,51.0
414,54.0,53.0,52.0,52.0,50.0
415,53.0,52.0,55.0,51.0,51.0
416,53.0,51.0,53.0,52.0,52.0
417,52.0,52.0,51.0,54.0,51.0
418,54.0,54.0,51.0,51.0,51.0
419,53.0,51.0,52.0,52.0,53.0
420,52.0,52.0,53.0,53.0,51.0
421,53.0,53.0,52.0,54.0,52.0
422,53.0,51.0,52.0,53.0,53.0
423,55.0,51.0,51.0,50.0,53.0
424,53.0,51.0,52.0,52.0,53.0
425,53.0,53.0,53.0,51.0,51.0
426,52.0,50.0,52.0,52.0,51.0
427,52.0,51.0,53.0,53.0,51.0
428,51.0,52.0,53.0,52.0,52.0
429,50.0,52.0,52.0,53.0,54.0
430,54.0,54.0,53.0,53.0,52.0
431,54.0,52.0,55.0,53.0,53.0
432,51.0,55.0,52.0,54.0,53.0
433,53.0,52.0,53.0,53.0,53.0
434,53.0,52.0,52.0,53.0,53.0
435,52.0,52.0,52.0,52.0,52.0
436,52.0,52.0,54.0,53.0,53.0
437,53.0,52.0,52.0,54.0,53.0
438,52.0,50.0,53.0,52.0,54.0
439,54.0,52.0,52.0,54.0,52.0
440,51.0,53.0,53.0,52.0,53.0
441,52.0,51.0,53.0,53.0,56.0
442,51.0,52.0,53.0,52.0,54.0
443,51.0,48.0,54.0,53.0,52.0
444,53.0,53.0,52.0,54.0,53.0
445,52.0,52.0,53.0,53.0,53.0
446,51.0,52.0,52.0,51.0,51.0
447,54.0,53.0,52.0,53.0,52.0
448,51.0,52.0,53.0,52.0,53.0
449,53.0,51.0,53.0,53.0,52.0
450,53.0,50.0,54.0,53.0,51.0
451,53.0,51.0,54.0,53.0,51.0
452,55.0,52.0,53.0,50.0,51.0
453,52.0,53.0,55.0,52.0,53.0
454,52.0,51.0,53.0,52.0,51.0
455,53.0,52.0,53.0,50.0,52.0
456,52.0,51.0,53.0,54.0,52.0
457,52.0,52.0,52.0,54.0,53.0
458,51.0,52.0,51.0,51.0,50.0
459,53.0,51.0,53.0,54.0,53.0
460,53.0,53.0,53.0,54.0,50.0
461,55.0,51.0,52.0,52.0,52.0
462,54.0,51.0,54.0,53.0,51.0
463,53.0,52.0,52.0,53.0,52.0
464,52.0,53.0,53.0,53.0,53.0
465,51.0,52.0,50.0,52.0,50.0
466,54.0,53.0,53.0,53.0,51.0
467,52.0,52.0,51.0,52.0,53.0
468,53.0,51.0,53.0,52.0,52.0
469,52.0,52.0,53.0,52.0,53.0
470,52.0,52.0,52.0,51.0,52.0
471,51.0,52.0,51.0,53.0,52.0
472,52.0,55.0,53.0,53.0,53.0
473,53.0,50.0,52.0,52.0,50.0
474,53.0,50.0,52.0,53.0,52.0
475,54.0,51.0,53.0,54.0,52.0
476,53.0,51.0,52.0,53.0,50.0
477,53.0,51.0,53.0,51.0,53.0
478,52.0,51.0,52.0,53.0,51.0
479,50.0,52.0,52.0,53.0,53.0
480,53.0,54.0,53.0,55.0,52.0
481,51.0,52.0,52.0,54.0,53.0
482,52.0,52.0,53.0,51.0,52.0
483,51.0,52.0,53.0,53.0,51.0
484,53.0,53.0,54.0,53.0,52.0
485,52.0,52.0,52.0,50.0,51.0
486,51.0,50.0,52.0,53.0,52.0
487,56.0,54.0,54.0,53.0,53.0
488,50.0,53.0,53.0,53.0,51.0
489,52.0,53.0,53.0,55.0,52.0
490,53.0,52.0,56.0,53.0,50.0
491,52.0,52.0,55.0,51.0,51.0
492,53.0,51.0,52.0,53.0,52.0
493,52.0,52.0,54.0,53.0,51.0
494,52.0,52.0,51.0,52.0,51.0
495,51.0,51.0,54.0,54.0,54.0
496,51.0,52.0,52.0,53.0,53.0
497,53.0,51.0,53.0,52.0,51.0
498,53.0,51.0,53.0,53.0,53.0
499,54.0,50.0,53.0,55.0,53.0
500,53.0,50.0,53.0,51.0,52.0
501,53.0,51.0,53.0,52.0,53.0
502,53.0,53.0,53.0,52.0,53.0
503,53.0,52.0,53.0,52.0,52.0
504,54.0,53.0,52.0,51.0,53.0
505,53.0,53.0,52.0,53.0,55.0
506,52.0,51.0,52.0,52.0,52.0
507,52.0,51.0,53.0,53.0,51.0
508,52.0,50.0,54.0,52.0,52.0
509,53.0,51.0,53.0,52.0,52.0
510,53.0,52.0,52.0,53.0,51.0
511,53.0,53.0,52.0,53.0,54.0
512,54.0,50.0,52.0,53.0,51.0
513,53.0,52.0,53.0,52.0,52.0
514,55.0,51.0,52.0,53.0,52.0
515,52.0,51.0,53.0,54.0,52.0
516,54.0,53.0,52.0,53.0,52.0
517,53.0,52.0,52.0,52.0,53.0
518,53.0,52.0,52.0,52.0,51.0
519,55.0,52.0,52.0,53.0,52.0
520,51.0,54.0,51.0,53.0,51.0
521,53.0,52.0,54.0,52.0,53.0
522,52.0,52.0,53.0,53.0,52.0
523,52.0,53.0,53.0,52.0,52.0
524,53.0,53.0,52.0,52.0,52.0
525,52.0,51.0,52.0,51.0,52.0
526,53.0,52.0,54.0,53.0,52.0
527,51.0,52.0,52.0,55.0,51.0
528,49.0,51.0,51.0,52.0,52.0
529,52.0,51.0,53.0,53.0,54.0
530,52.0,53.0,55.0,53.0,51.0
531,53.0,53.0,51.0,52.0,52.0
532,52.0,52.0,50.0,52.0,51.0
533,51.0,53.0,56.0,52.0,51.0
534,53.0,52.0,53.0,53.0,53.0
535,52.0,52.0,52.0,52.0,53.0
536,52.0,54.0,52.0,52.0,53.0
537,53.0,53.0,51.0,54.0,51.0
538,53.0,51.0,55.0,51.0,52.0
539,52.0,53.0,52.0,53.0,53.0
540,52.0,52.0,53.0,54.0,53.0
541,51.0,51.0,54.0,52.0,52.0
542,54.0,52.0,53.0,53.0,53.0
543,51.0,53.0,55.0,52.0,52.0
544,53.0,55.0,52.0,55.0,54.0
545,53.0,53.0,55.0,52.0,54.0
546,51.0,53.0,52.0,54.0,51.0
547,52.0,53.0,53.0,52.0,52.0
548,53.0,51.0,53.0,52.0,51.0
549,53.0,53.0,52.0,54.0,52.0
550,52.0,54.0,52.0,53.0,51.0
551,53.0,52.0,53.0,53.0,51.0
552,52.0,52.0,53.0,52.0,52.0
553,55.0,52.0,54.0,52.0,52.0
554,50.0,54.0,53.0,53.0,53.0
555,52.0,53.0,53.0,53.0,51.0
556,54.0,53.0,52.0,54.0,52.0
557,52.0,54.0,51.0,51.0,51.0
558,51.0,51.0,54.0,52.0,51.0
559,53.0,54.0,52.0,52.0,53.0
560,53.0,52.0,52.0,53.0,53.0
561,53.0,51.0,54.0,53.0,52.0
562,54.0,54.0,52.0,52.0,53.0
563,53.0,53.0,53.0,53.0,50.0
564,51.0,52.0,50.0,51.0,52.0
565,51.0,52.0,54.0,52.0,52.0
566,52.0,52.0,53.0,53.0,50.0
567,52.0,53.0,51.0,53.0,51.0
568,53.0,51.0,52.0,53.0,52.0
569,53.0,52.0,53.0,53.0,51.0
570,52.0,54.0,52.0,52.0,52.0
571,53.0,51.0,54.0,53.0,52.0
572,53.0,51.0,53.0,53.0,51.0
573,53.0,50.0,50.0,51.0,53.0
574,51.0,53.0,53.0,52.0,53.0
575,54.0,52.0,54.0,54.0,53.0
576,52.0,51.0,52.0,52.0,52.0
577,50.0,54.0,52.0,53.0,53.0
578,53.0,53.0,52.0,53.0,51.0
579,54.0,53.0,52.0,53.0,54.0
580,54.0,55.0,54.0,53.0,52.0
581,55.0,53.0,52.0,54.0,52.0
582,53.0,55.0,50.0,52.0,52.0
583,53.0,53.0,52.0,54.0,51.0
584,53.0,53.0,53.0,52.0,53.0
585,51.0,50.0,54.0,53.0,52.0
586,52.0,53.0,52.0,52.0,53.0
587,54.0,52.0,51.0,51.0,54.0
588,54.0,51.0,53.0,53.0,53.0
589,51.0,53.0,53.0,53.0,54.0
590,53.0,52.0,52.0,53.0,52.0
591,54.0,49.0,53.0,52.0,53.0
592,53.0,53.0,53.0,54.0,54.0
593,53.0,51.0,53.0,54.0,53.0
594,52.0,52.0,51.0,55.0,53.0
595,52.0,52.0,55.0,53.0,52.0
596,55.0,52.0,53.0,52.0,54.0
597,53.0,51.0,51.0,51.0,54.0
598,51.0,50.0,51.0,53.0,50.0
599,54.0,52.0,54.0,52.0,53.0
600,54.0,54.0,51.0,52.0,53.0
601,53.0,53.0,52.0,52.0,54.0
602,52.0,53.0,54.0,53.0,52.0
603,52.0,53.0,53.0,53.0,51.0
604,53.0,54.0,54.0,53.0,53.0
605,54.0,52.0,51.0,51.0,53.0
606,52.0,52.0,52.0,53.0,52.0
607,53.0,52.0,53.0,52.0,52.0
608,53.0,52.0,54.0,53.0,51.0
609,53.0,53.0,51.0,54.0,52.0
610,52.0,53.0,51.0,53.0,53.0
611,54.0,51.0,53.0,52.0,53.0
612,54.0,51.0,54.0,51.0,51.0
613,52.0,51.0,51.0,53.0,54.0
614,54.0,53.0,53.0,52.0,53.0
615,52.0,51.0,53.0,52.0,52.0
616,53.0,55.0,54.0,53.0,54.0
617,52.0,52.0,51.0,52.0,54.0
618,52.0,52.0,50.0,52.0,54.0
619,53.0,53.0,50.0,53.0,53.0
620,53.0,50.0,52.0,51.0,51.0
621,53.0,53.0,52.0,54.0,54.0
622,53.0,55.0,51.0,53.0,52.0
623,51.0,51.0,51.0,51.0,52.0
624,52.0,54.0,52.0,52.0,53.0
625,54.0,53.0,52.0,53.0,53.0
626,53.0,52.0,52.0,52.0,52.0
627,51.0,53.0,51.0,53.0,54.0
628,53.0,52.0,52.0,52.0,53.0
629,53.0,51.0,52.0,53.0,54.0
630,53.0,54.0,53.0,53.0,52.0
