,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9
73,54.0,53.0,52.0,53.0,52.0,53.0,51.0,53.0,53.0,50.0
74,53.0,54.0,53.0,53.0,52.0,52.0,53.0,51.0,51.0,53.0
75,53.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0
76,52.0,52.0,52.0,52.0,52.0,50.0,53.0,52.0,53.0,53.0
77,53.0,53.0,52.0,51.0,54.0,52.0,54.0,52.0,53.0,53.0
78,54.0,52.0,53.0,52.0,52.0,52.0,53.0,52.0,53.0,51.0
79,54.0,54.0,51.0,51.0,50.0,51.0,51.0,53.0,54.0,52.0
80,51.0,52.0,52.0,51.0,55.0,55.0,52.0,52.0,51.0,50.0
81,54.0,52.0,51.0,51.0,52.0,52.0,53.0,55.0,52.0,52.0
82,54.0,52.0,54.0,51.0,53.0,52.0,51.0,54.0,56.0,54.0
83,53.0,51.0,53.0,53.0,53.0,55.0,55.0,51.0,51.0,51.0
84,50.0,53.0,53.0,51.0,51.0,55.0,52.0,52.0,53.0,51.0
85,53.0,54.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,51.0
86,53.0,51.0,53.0,53.0,52.0,54.0,52.0,52.0,54.0,52.0
87,52.0,56.0,52.0,52.0,53.0,53.0,53.0,55.0,52.0,52.0
88,53.0,54.0,52.0,54.0,53.0,51.0,53.0,52.0,55.0,52.0
89,51.0,52.0,54.0,53.0,51.0,53.0,54.0,52.0,54.0,52.0
90,51.0,53.0,54.0,51.0,53.0,54.0,53.0,51.0,52.0,51.0
91,55.0,52.0,52.0,50.0,52.0,53.0,52.0,51.0,53.0,52.0
92,53.0,53.0,52.0,51.0,54.0,55.0,52.0,51.0,54.0,52.0
93,53.0,52.0,52.0,52.0,52.0,54.0,53.0,51.0,52.0,50.0
94,53.0,53.0,52.0,52.0,53.0,54.0,52.0,51.0,52.0,50.0
95,53.0,51.0,52.0,52.0,55.0,55.0,52.0,53.0,54.0,51.0
96,54.0,52.0,52.0,52.0,53.0,55.0,51.0,53.0,53.0,53.0
97,55.0,51.0,52.0,53.0,52.0,55.0,52.0,53.0,53.0,51.0
98,54.0,52.0,53.0,51.0,54.0,52.0,52.0,53.0,54.0,54.0
99,55.0,50.0,52.0,52.0,53.0,53.0,50.0,52.0,53.0,53.0
100,53.0,50.0,53.0,50.0,51.0,54.0,53.0,51.0,54.0,52.0
101,51.0,52.0,52.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0
102,29.0,43.0,31.0,42.0,48.0,39.0,48.0,51.0,17.0,33.0
103,-103.0,-69.0,-53.0,-28.0,-17.0,-52.0,-33.0,-2.0,-120.0,-17.0
104,-127.0,-127.0,-79.0,-88.0,-105.0,-110.0,-127.0,-127.0,-127.0,-31.0
105,-110.0,-127.0,-30.0,-50.0,-92.0,-50.0,-127.0,-127.0,-81.0,-3.0
106,-17.0,-102.0,21.0,13.0,-26.0,17.0,-61.0,-113.0,2.0,29.0
107,25.0,-8.0,38.0,36.0,22.0,37.0,7.0,-9.0,25.0,43.0
108,35.0,17.0,44.0,39.0,36.0,41.0,24.0,18.0,34.0,47.0
109,44.0,32.0,52.0,47.0,44.0,47.0,42.0,30.0,48.0,50.0
110,45.0,46.0,46.0,48.0,48.0,48.0,51.0,49.0,45.0,48.0
111,31.0,30.0,43.0,43.0,41.0,37.0,40.0,47.0,34.0,45.0
112,37.0,22.0,48.0,42.0,38.0,41.0,32.0,30.0,39.0,49.0
113,47.0,36.0,51.0,47.0,42.0,50.0,44.0,33.0,52.0,48.0
114,44.0,40.0,53.0,47.0,46.0,51.0,46.0,44.0,50.0,51.0
115,45.0,41.0,51.0,50.0,51.0,51.0,43.0,47.0,52.0,54.0
116,52.0,47.0,51.0,53.0,52.0,52.0,48.0,48.0,53.0,52.0
117,52.0,52.0,52.0,52.0,53.0,51.0,51.0,50.0,52.0,51.0
118,54.0,51.0,52.0,54.0,52.0,52.0,51.0,53.0,53.0,53.0
119,53.0,48.0,51.0,52.0,53.0,53.0,51.0,52.0,52.0,52.0
120,52.0,49.0,51.0,52.0,52.0,52.0,51.0,49.0,52.0,52.0
121,54.0,52.0,53.0,52.0,51.0,52.0,51.0,49.0,53.0,52.0
122,52.0,51.0,53.0,51.0,52.0,53.0,52.0,50.0,54.0,49.0
123,51.0,52.0,54.0,51.0,53.0,51.0,53.0,50.0,52.0,50.0
124,52.0,51.0,53.0,51.0,51.0,51.0,52.0,52.0,52.0,53.0
125,51.0,50.0,49.0,52.0,52.0,51.0,49.0,49.0,52.0,51.0
126,53.0,54.0,54.0,53.0,54.0,52.0,54.0,52.0,54.0,53.0
127,53.0,55.0,52.0,52.0,54.0,51.0,54.0,52.0,54.0,51.0
128,47.0,51.0,51.0,51.0,53.0,49.0,52.0,52.0,51.0,53.0
129,52.0,51.0,48.0,52.0,53.0,52.0,52.0,49.0,56.0,53.0
130,51.0,54.0,52.0,52.0,53.0,53.0,53.0,50.0,54.0,53.0
131,53.0,55.0,54.0,52.0,51.0,51.0,54.0,54.0,53.0,53.0
132,53.0,53.0,51.0,51.0,54.0,49.0,53.0,52.0,51.0,54.0
133,51.0,51.0,51.0,50.0,52.0,51.0,51.0,49.0,51.0,53.0
134,55.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,56.0,52.0
135,53.0,56.0,54.0,51.0,54.0,53.0,53.0,54.0,55.0,51.0
136,51.0,52.0,52.0,52.0,54.0,53.0,51.0,50.0,52.0,53.0
137,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,54.0,51.0
138,54.0,52.0,54.0,53.0,54.0,52.0,53.0,52.0,50.0,50.0
139,54.0,52.0,53.0,50.0,53.0,52.0,51.0,54.0,53.0,52.0
140,53.0,52.0,54.0,52.0,54.0,53.0,53.0,52.0,54.0,53.0
141,52.0,53.0,52.0,50.0,52.0,52.0,52.0,52.0,53.0,53.0
142,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0,54.0,52.0
143,50.0,52.0,50.0,53.0,54.0,53.0,51.0,52.0,52.0,52.0
144,54.0,54.0,51.0,51.0,51.0,53.0,50.0,52.0,50.0,54.0
145,52.0,54.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,54.0
146,51.0,51.0,51.0,53.0,54.0,52.0,53.0,54.0,52.0,52.0
147,52.0,50.0,53.0,52.0,52.0,51.0,52.0,52.0,53.0,52.0
148,54.0,51.0,55.0,52.0,52.0,51.0,52.0,51.0,53.0,51.0
149,52.0,54.0,54.0,53.0,54.0,55.0,50.0,52.0,54.0,53.0
150,52.0,53.0,52.0,52.0,55.0,52.0,51.0,51.0,52.0,53.0
151,52.0,53.0,52.0,51.0,51.0,50.0,52.0,51.0,52.0,50.0
152,50.0,53.0,53.0,54.0,54.0,54.0,50.0,51.0,53.0,54.0
153,52.0,53.0,51.0,52.0,54.0,55.0,52.0,53.0,54.0,53.0
154,53.0,53.0,51.0,53.0,54.0,53.0,52.0,52.0,53.0,52.0
155,53.0,52.0,54.0,52.0,55.0,51.0,50.0,53.0,52.0,54.0
156,54.0,52.0,53.0,51.0,53.0,51.0,54.0,52.0,52.0,53.0
157,53.0,52.0,54.0,54.0,52.0,53.0,53.0,49.0,54.0,52.0
158,52.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0,52.0,53.0
159,52.0,54.0,52.0,51.0,54.0,53.0,54.0,53.0,52.0,53.0
160,50.0,52.0,53.0,50.0,52.0,53.0,51.0,50.0,53.0,53.0
161,54.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,54.0,53.0
162,53.0,55.0,53.0,54.0,53.0,56.0,52.0,53.0,54.0,50.0
163,51.0,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,50.0
164,52.0,53.0,53.0,51.0,53.0,52.0,53.0,51.0,52.0,52.0
165,53.0,52.0,54.0,53.0,54.0,54.0,52.0,52.0,54.0,51.0
166,54.0,53.0,52.0,54.0,52.0,53.0,52.0,51.0,52.0,55.0
167,53.0,54.0,52.0,53.0,52.0,51.0,52.0,53.0,51.0,54.0
168,52.0,54.0,53.0,54.0,52.0,52.0,52.0,54.0,53.0,53.0
169,52.0,53.0,55.0,52.0,54.0,51.0,52.0,53.0,52.0,53.0
170,52.0,53.0,53.0,53.0,55.0,53.0,53.0,50.0,51.0,49.0
171,54.0,53.0,53.0,51.0,51.0,52.0,53.0,52.0,51.0,53.0
172,54.0,53.0,54.0,53.0,54.0,52.0,53.0,52.0,51.0,51.0
173,52.0,53.0,53.0,53.0,54.0,52.0,52.0,51.0,51.0,53.0
174,52.0,52.0,50.0,53.0,52.0,52.0,51.0,54.0,53.0,52.0
175,52.0,52.0,52.0,54.0,55.0,52.0,52.0,51.0,54.0,51.0
176,53.0,54.0,53.0,54.0,52.0,52.0,52.0,53.0,54.0,53.0
177,53.0,55.0,52.0,52.0,54.0,51.0,52.0,52.0,51.0,52.0
178,52.0,50.0,49.0,53.0,54.0,50.0,52.0,52.0,51.0,49.0
179,50.0,53.0,52.0,51.0,54.0,53.0,52.0,54.0,53.0,52.0
180,51.0,54.0,52.0,52.0,53.0,53.0,52.0,53.0,51.0,52.0
181,55.0,54.0,52.0,53.0,52.0,50.0,52.0,54.0,52.0,52.0
182,53.0,53.0,52.0,54.0,54.0,52.0,53.0,52.0,52.0,53.0
183,52.0,51.0,55.0,50.0,54.0,51.0,54.0,52.0,54.0,51.0
184,55.0,53.0,54.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0
185,52.0,53.0,50.0,54.0,53.0,52.0,53.0,52.0,50.0,50.0
186,52.0,54.0,52.0,51.0,52.0,51.0,53.0,52.0,50.0,52.0
187,52.0,54.0,54.0,52.0,54.0,52.0,53.0,51.0,52.0,53.0
188,52.0,53.0,52.0,52.0,53.0,50.0,54.0,52.0,55.0,51.0
189,52.0,54.0,53.0,54.0,53.0,52.0,54.0,53.0,53.0,52.0
190,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0,51.0
191,53.0,53.0,53.0,53.0,51.0,53.0,54.0,51.0,54.0,51.0
192,52.0,53.0,50.0,52.0,54.0,53.0,52.0,52.0,52.0,53.0
193,55.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0,52.0,51.0
194,55.0,55.0,53.0,53.0,52.0,54.0,50.0,53.0,54.0,52.0
195,52.0,52.0,53.0,51.0,51.0,55.0,52.0,53.0,53.0,52.0
196,52.0,53.0,52.0,52.0,52.0,54.0,52.0,51.0,50.0,51.0
197,54.0,54.0,51.0,53.0,54.0,52.0,50.0,54.0,49.0,52.0
198,54.0,53.0,52.0,50.0,52.0,51.0,51.0,52.0,53.0,51.0
199,52.0,54.0,53.0,52.0,52.0,54.0,52.0,52.0,53.0,52.0
200,53.0,55.0,53.0,51.0,53.0,52.0,50.0,53.0,54.0,52.0
201,52.0,54.0,52.0,53.0,51.0,50.0,51.0,54.0,52.0,53.0
202,52.0,52.0,52.0,54.0,54.0,50.0,54.0,52.0,54.0,51.0
203,52.0,53.0,51.0,53.0,54.0,53.0,50.0,52.0,53.0,50.0
204,52.0,52.0,51.0,51.0,54.0,54.0,51.0,53.0,51.0,54.0
205,53.0,52.0,52.0,53.0,53.0,53.0,54.0,52.0,53.0,52.0
206,54.0,52.0,51.0,52.0,50.0,53.0,51.0,52.0,53.0,52.0
207,52.0,52.0,50.0,51.0,51.0,52.0,51.0,52.0,53.0,51.0
208,51.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,51.0,49.0
209,53.0,53.0,54.0,52.0,55.0,53.0,50.0,52.0,53.0,50.0
210,52.0,52.0,52.0,51.0,53.0,52.0,51.0,53.0,53.0,50.0
211,52.0,53.0,54.0,51.0,52.0,53.0,50.0,52.0,52.0,52.0
212,53.0,55.0,54.0,53.0,54.0,55.0,53.0,52.0,53.0,50.0
213,53.0,52.0,53.0,52.0,53.0,51.0,52.0,51.0,54.0,52.0
214,52.0,54.0,53.0,53.0,51.0,51.0,51.0,53.0,53.0,53.0
215,53.0,53.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,51.0
216,52.0,53.0,52.0,52.0,51.0,52.0,52.0,52.0,51.0,52.0
217,53.0,54.0,53.0,53.0,53.0,53.0,51.0,54.0,52.0,52.0
218,52.0,52.0,55.0,51.0,53.0,54.0,52.0,52.0,52.0,53.0
219,54.0,53.0,54.0,52.0,53.0,53.0,53.0,52.0,52.0,51.0
220,54.0,53.0,53.0,53.0,52.0,51.0,52.0,51.0,52.0,50.0
221,54.0,52.0,53.0,52.0,52.0,53.0,54.0,53.0,53.0,51.0
222,52.0,54.0,52.0,52.0,54.0,53.0,53.0,50.0,51.0,52.0
223,53.0,53.0,53.0,53.0,52.0,50.0,51.0,54.0,54.0,52.0
224,53.0,53.0,52.0,53.0,52.0,52.0,52.0,53.0,51.0,51.0
225,52.0,51.0,51.0,54.0,54.0,52.0,53.0,51.0,51.0,50.0
226,52.0,52.0,52.0,53.0,54.0,53.0,51.0,53.0,54.0,50.0
227,50.0,52.0,54.0,53.0,54.0,52.0,53.0,53.0,52.0,51.0
228,53.0,52.0,52.0,54.0,53.0,54.0,51.0,52.0,53.0,52.0
229,52.0,53.0,53.0,51.0,55.0,53.0,51.0,52.0,51.0,50.0
230,50.0,52.0,55.0,53.0,51.0,53.0,55.0,54.0,52.0,51.0
231,53.0,52.0,54.0,52.0,52.0,51.0,52.0,53.0,50.0,53.0
232,55.0,50.0,54.0,52.0,52.0,50.0,51.0,52.0,52.0,51.0
233,55.0,51.0,52.0,52.0,52.0,52.0,51.0,53.0,51.0,52.0
234,53.0,53.0,53.0,51.0,51.0,51.0,51.0,53.0,52.0,52.0
235,52.0,52.0,55.0,52.0,52.0,52.0,52.0,52.0,53.0,52.0
236,51.0,53.0,53.0,53.0,51.0,52.0,52.0,54.0,54.0,52.0
237,54.0,53.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,51.0
238,52.0,54.0,53.0,52.0,52.0,52.0,52.0,53.0,53.0,53.0
239,54.0,54.0,53.0,53.0,52.0,54.0,52.0,52.0,52.0,51.0
240,52.0,54.0,52.0,54.0,52.0,52.0,53.0,51.0,52.0,52.0
241,52.0,54.0,53.0,54.0,51.0,52.0,51.0,51.0,52.0,52.0
242,51.0,53.0,52.0,53.0,54.0,53.0,53.0,51.0,52.0,51.0
243,52.0,54.0,53.0,51.0,54.0,53.0,51.0,52.0,52.0,52.0
244,54.0,52.0,51.0,52.0,54.0,52.0,53.0,52.0,51.0,53.0
245,50.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,52.0,52.0
246,52.0,51.0,52.0,51.0,55.0,53.0,54.0,54.0,50.0,52.0
247,52.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0
248,51.0,53.0,52.0,53.0,51.0,52.0,51.0,51.0,54.0,53.0
249,53.0,53.0,52.0,53.0,54.0,53.0,54.0,51.0,52.0,53.0
250,51.0,53.0,54.0,52.0,53.0,51.0,54.0,54.0,52.0,52.0
251,51.0,51.0,53.0,55.0,54.0,52.0,53.0,54.0,51.0,53.0
252,53.0,51.0,53.0,54.0,54.0,53.0,54.0,52.0,52.0,54.0
253,52.0,53.0,52.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0
254,51.0,54.0,53.0,51.0,53.0,51.0,53.0,54.0,52.0,54.0
255,52.0,54.0,53.0,52.0,52.0,51.0,53.0,52.0,52.0,52.0
256,52.0,53.0,51.0,53.0,52.0,52.0,49.0,53.0,53.0,53.0
257,52.0,54.0,52.0,54.0,52.0,53.0,52.0,53.0,51.0,52.0
258,52.0,53.0,52.0,52.0,53.0,51.0,53.0,53.0,52.0,52.0
259,53.0,52.0,53.0,52.0,54.0,51.0,52.0,52.0,52.0,53.0
260,53.0,52.0,55.0,53.0,53.0,52.0,52.0,53.0,53.0,54.0
261,54.0,52.0,54.0,53.0,52.0,52.0,53.0,55.0,54.0,53.0
262,52.0,53.0,54.0,52.0,53.0,52.0,56.0,50.0,53.0,50.0
263,52.0,54.0,54.0,50.0,54.0,53.0,52.0,50.0,54.0,52.0
264,51.0,52.0,54.0,52.0,54.0,53.0,54.0,53.0,52.0,53.0
265,49.0,52.0,52.0,54.0,52.0,51.0,54.0,52.0,53.0,50.0
266,52.0,52.0,54.0,52.0,51.0,51.0,52.0,52.0,54.0,54.0
267,53.0,53.0,53.0,52.0,53.0,53.0,50.0,53.0,53.0,52.0
268,52.0,53.0,53.0,53.0,53.0,51.0,50.0,53.0,53.0,54.0
269,53.0,53.0,52.0,53.0,53.0,54.0,52.0,51.0,52.0,50.0
270,53.0,52.0,53.0,51.0,50.0,50.0,54.0,52.0,52.0,53.0
271,54.0,52.0,52.0,51.0,51.0,51.0,52.0,52.0,50.0,53.0
272,53.0,53.0,51.0,52.0,50.0,53.0,51.0,52.0,52.0,53.0
273,53.0,53.0,52.0,53.0,53.0,51.0,54.0,53.0,53.0,55.0
274,51.0,53.0,52.0,50.0,53.0,53.0,52.0,51.0,52.0,53.0
275,52.0,53.0,53.0,52.0,52.0,52.0,51.0,50.0,53.0,51.0
276,52.0,52.0,55.0,51.0,53.0,52.0,50.0,53.0,53.0,51.0
277,52.0,52.0,54.0,53.0,53.0,52.0,53.0,51.0,52.0,51.0
278,50.0,52.0,52.0,52.0,53.0,51.0,53.0,50.0,52.0,52.0
279,52.0,51.0,53.0,51.0,52.0,52.0,51.0,53.0,54.0,54.0
280,52.0,52.0,53.0,52.0,52.0,53.0,51.0,53.0,52.0,54.0
281,53.0,51.0,54.0,50.0,52.0,52.0,54.0,55.0,54.0,52.0
282,53.0,53.0,54.0,52.0,52.0,51.0,51.0,52.0,54.0,51.0
283,53.0,54.0,51.0,53.0,50.0,54.0,50.0,53.0,52.0,52.0
284,53.0,53.0,54.0,53.0,54.0,54.0,52.0,54.0,51.0,54.0
285,53.0,54.0,53.0,53.0,52.0,54.0,51.0,52.0,52.0,54.0
286,52.0,55.0,52.0,52.0,51.0,54.0,52.0,52.0,53.0,52.0
287,52.0,53.0,51.0,52.0,53.0,50.0,53.0,53.0,52.0,53.0
288,52.0,53.0,52.0,52.0,52.0,52.0,51.0,53.0,52.0,53.0
289,55.0,54.0,53.0,53.0,53.0,53.0,52.0,53.0,53.0,53.0
290,54.0,52.0,52.0,53.0,53.0,53.0,53.0,55.0,53.0,52.0
291,51.0,53.0,52.0,52.0,53.0,51.0,52.0,54.0,51.0,52.0
292,52.0,54.0,53.0,53.0,52.0,51.0,52.0,52.0,52.0,51.0
293,53.0,51.0,53.0,51.0,51.0,54.0,51.0,54.0,53.0,51.0
294,52.0,53.0,53.0,51.0,53.0,54.0,51.0,54.0,54.0,53.0
295,52.0,52.0,54.0,53.0,52.0,52.0,52.0,52.0,51.0,51.0
296,53.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0,50.0,51.0
297,54.0,53.0,53.0,51.0,54.0,53.0,51.0,53.0,52.0,52.0
298,53.0,52.0,52.0,51.0,53.0,49.0,51.0,53.0,54.0,50.0
299,52.0,54.0,51.0,52.0,52.0,51.0,52.0,51.0,54.0,52.0
300,52.0,54.0,50.0,54.0,52.0,52.0,53.0,53.0,52.0,54.0
301,54.0,54.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0
302,52.0,53.0,53.0,52.0,55.0,52.0,51.0,52.0,53.0,50.0
303,53.0,53.0,53.0,51.0,54.0,51.0,51.0,53.0,52.0,52.0
304,53.0,52.0,55.0,52.0,54.0,55.0,51.0,52.0,50.0,54.0
305,52.0,54.0,54.0,52.0,51.0,54.0,52.0,53.0,53.0,51.0
306,55.0,52.0,51.0,53.0,54.0,52.0,51.0,53.0,53.0,51.0
307,51.0,54.0,52.0,54.0,54.0,50.0,52.0,52.0,52.0,52.0
308,53.0,54.0,51.0,51.0,55.0,53.0,54.0,54.0,53.0,51.0
309,53.0,54.0,52.0,53.0,53.0,56.0,52.0,52.0,52.0,52.0
310,53.0,53.0,54.0,52.0,52.0,52.0,51.0,53.0,53.0,52.0
311,53.0,54.0,52.0,51.0,54.0,52.0,50.0,51.0,54.0,51.0
312,51.0,54.0,52.0,51.0,53.0,54.0,50.0,49.0,54.0,53.0
313,53.0,55.0,51.0,51.0,52.0,53.0,52.0,53.0,53.0,53.0
314,52.0,55.0,53.0,52.0,53.0,53.0,52.0,52.0,53.0,52.0
315,50.0,53.0,52.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0
316,52.0,54.0,52.0,50.0,52.0,54.0,53.0,54.0,53.0,53.0
317,53.0,51.0,53.0,51.0,54.0,52.0,53.0,52.0,53.0,53.0
318,53.0,53.0,54.0,52.0,52.0,50.0,52.0,52.0,54.0,53.0
319,51.0,53.0,51.0,52.0,51.0,51.0,52.0,50.0,53.0,53.0
320,54.0,53.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,51.0
321,55.0,53.0,54.0,52.0,54.0,53.0,53.0,52.0,53.0,52.0
322,53.0,54.0,53.0,52.0,53.0,52.0,53.0,51.0,51.0,52.0
323,52.0,52.0,51.0,53.0,54.0,52.0,52.0,54.0,50.0,52.0
324,52.0,53.0,51.0,52.0,55.0,51.0,51.0,51.0,54.0,53.0
325,52.0,53.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0
326,54.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,51.0,52.0
