,event_0,event_1,event_2,event_3,event_4
108,5.0,45.0,7.0,41.0,38.0
109,25.0,49.0,34.0,50.0,50.0
110,49.0,46.0,52.0,44.0,48.0
111,32.0,43.0,29.0,38.0,36.0
112,10.0,46.0,13.0,45.0,43.0
113,32.0,50.0,31.0,48.0,47.0
114,39.0,49.0,38.0,48.0,47.0
115,39.0,51.0,39.0,49.0,49.0
116,44.0,52.0,42.0,51.0,51.0
117,50.0,51.0,47.0,53.0,53.0
118,53.0,52.0,48.0,50.0,52.0
119,52.0,50.0,49.0,51.0,50.0
120,46.0,49.0,49.0,52.0,51.0
121,50.0,53.0,53.0,53.0,53.0
122,54.0,52.0,55.0,53.0,51.0
123,52.0,53.0,50.0,52.0,51.0
124,50.0,52.0,48.0,53.0,52.0
125,50.0,53.0,48.0,53.0,51.0
126,54.0,54.0,51.0,54.0,53.0
127,55.0,51.0,54.0,53.0,52.0
128,49.0,54.0,49.0,51.0,51.0
129,50.0,52.0,47.0,54.0,54.0
130,55.0,53.0,55.0,53.0,51.0
131,52.0,51.0,53.0,53.0,52.0
132,51.0,50.0,53.0,53.0,48.0
133,48.0,51.0,49.0,52.0,52.0
134,50.0,51.0,53.0,52.0,54.0
135,56.0,54.0,57.0,51.0,51.0
136,51.0,52.0,51.0,51.0,51.0
137,52.0,52.0,51.0,50.0,52.0
138,53.0,52.0,54.0,52.0,52.0
139,51.0,52.0,50.0,52.0,52.0
140,52.0,53.0,53.0,51.0,50.0
141,50.0,51.0,52.0,53.0,50.0
142,51.0,50.0,52.0,51.0,51.0
143,53.0,53.0,52.0,52.0,50.0
144,52.0,53.0,51.0,53.0,53.0
145,52.0,54.0,52.0,49.0,52.0
146,52.0,50.0,53.0,52.0,50.0
147,50.0,51.0,51.0,50.0,52.0
148,51.0,53.0,52.0,51.0,54.0
149,54.0,53.0,51.0,52.0,50.0
150,51.0,53.0,51.0,53.0,53.0
151,50.0,53.0,52.0,53.0,53.0
152,55.0,52.0,52.0,51.0,53.0
153,53.0,52.0,50.0,52.0,52.0
154,51.0,52.0,51.0,53.0,51.0
155,52.0,51.0,51.0,52.0,52.0
156,51.0,53.0,50.0,52.0,52.0
157,51.0,52.0,52.0,52.0,52.0
158,51.0,53.0,53.0,50.0,54.0
159,52.0,52.0,51.0,52.0,51.0
160,53.0,50.0,53.0,53.0,51.0
161,52.0,50.0,51.0,52.0,53.0
162,55.0,53.0,53.0,52.0,52.0
163,51.0,52.0,50.0,52.0,53.0
164,52.0,51.0,50.0,51.0,54.0
165,55.0,52.0,53.0,52.0,53.0
166,53.0,54.0,53.0,53.0,52.0
167,52.0,52.0,54.0,53.0,52.0
168,50.0,51.0,52.0,52.0,53.0
169,51.0,52.0,51.0,53.0,51.0
170,53.0,53.0,52.0,53.0,52.0
171,52.0,51.0,52.0,53.0,54.0
172,51.0,53.0,52.0,51.0,52.0
173,53.0,53.0,52.0,51.0,52.0
174,52.0,53.0,51.0,51.0,52.0
175,55.0,52.0,52.0,53.0,53.0
176,55.0,52.0,51.0,52.0,53.0
177,53.0,52.0,52.0,52.0,50.0
178,52.0,53.0,50.0,52.0,52.0
179,54.0,51.0,50.0,52.0,52.0
180,52.0,54.0,51.0,52.0,53.0
181,51.0,53.0,52.0,53.0,50.0
182,53.0,51.0,52.0,54.0,51.0
183,52.0,53.0,53.0,52.0,53.0
184,52.0,51.0,53.0,51.0,52.0
185,53.0,53.0,53.0,52.0,53.0
186,53.0,53.0,52.0,55.0,52.0
187,52.0,52.0,53.0,54.0,52.0
188,53.0,53.0,53.0,52.0,53.0
189,52.0,52.0,55.0,52.0,51.0
190,53.0,53.0,53.0,52.0,50.0
191,53.0,54.0,51.0,53.0,52.0
192,55.0,51.0,53.0,52.0,51.0
193,53.0,53.0,51.0,52.0,51.0
194,52.0,53.0,54.0,49.0,51.0
195,53.0,52.0,53.0,53.0,51.0
196,52.0,54.0,52.0,53.0,50.0
197,53.0,52.0,52.0,50.0,53.0
198,54.0,52.0,53.0,52.0,53.0
199,51.0,53.0,53.0,52.0,54.0
200,50.0,53.0,52.0,52.0,52.0
201,52.0,53.0,53.0,54.0,51.0
202,54.0,55.0,53.0,53.0,50.0
203,52.0,52.0,52.0,51.0,52.0
204,52.0,51.0,52.0,51.0,53.0
205,50.0,53.0,53.0,51.0,53.0
206,53.0,53.0,51.0,53.0,52.0
207,53.0,51.0,53.0,52.0,52.0
208,49.0,52.0,50.0,51.0,53.0
209,50.0,52.0,52.0,53.0,52.0
210,53.0,51.0,52.0,52.0,53.0
211,51.0,52.0,51.0,53.0,51.0
212,53.0,53.0,53.0,52.0,52.0
213,52.0,53.0,54.0,51.0,52.0
214,52.0,52.0,52.0,51.0,50.0
215,51.0,52.0,54.0,54.0,51.0
216,52.0,52.0,52.0,54.0,51.0
217,52.0,54.0,53.0,52.0,52.0
218,51.0,53.0,52.0,52.0,53.0
219,52.0,50.0,52.0,52.0,53.0
220,51.0,51.0,53.0,52.0,51.0
221,52.0,51.0,52.0,51.0,53.0
222,52.0,52.0,53.0,52.0,51.0
223,53.0,53.0,53.0,53.0,52.0
224,53.0,51.0,53.0,53.0,52.0
225,52.0,51.0,54.0,52.0,53.0
226,52.0,52.0,51.0,52.0,52.0
227,53.0,52.0,52.0,51.0,53.0
228,51.0,53.0,53.0,52.0,53.0
229,51.0,52.0,53.0,52.0,53.0
230,53.0,53.0,51.0,51.0,52.0
231,53.0,52.0,51.0,53.0,51.0
232,52.0,51.0,52.0,51.0,52.0
233,52.0,51.0,53.0,51.0,53.0
234,53.0,51.0,52.0,51.0,52.0
235,51.0,52.0,52.0,51.0,51.0
236,53.0,52.0,52.0,52.0,53.0
237,51.0,52.0,52.0,51.0,53.0
238,50.0,54.0,53.0,52.0,51.0
239,53.0,54.0,52.0,54.0,52.0
240,51.0,53.0,51.0,53.0,51.0
241,50.0,53.0,53.0,53.0,51.0
242,51.0,53.0,52.0,51.0,50.0
243,53.0,53.0,52.0,52.0,51.0
244,53.0,52.0,51.0,53.0,54.0
245,52.0,51.0,52.0,53.0,52.0
246,53.0,53.0,52.0,53.0,52.0
247,55.0,52.0,51.0,51.0,53.0
248,52.0,53.0,51.0,53.0,52.0
249,52.0,53.0,51.0,54.0,54.0
250,52.0,52.0,52.0,53.0,53.0
251,53.0,53.0,52.0,51.0,54.0
252,54.0,52.0,53.0,51.0,51.0
253,50.0,51.0,53.0,54.0,52.0
254,53.0,52.0,51.0,55.0,53.0
255,52.0,51.0,54.0,54.0,52.0
256,51.0,51.0,51.0,53.0,51.0
257,51.0,52.0,50.0,53.0,52.0
258,52.0,51.0,53.0,55.0,51.0
259,52.0,51.0,53.0,51.0,51.0
260,52.0,52.0,54.0,52.0,53.0
261,53.0,52.0,53.0,54.0,53.0
262,51.0,53.0,53.0,53.0,53.0
263,50.0,52.0,52.0,52.0,53.0
264,51.0,50.0,51.0,52.0,53.0
265,50.0,53.0,51.0,53.0,51.0
266,52.0,51.0,50.0,52.0,53.0
267,52.0,50.0,53.0,52.0,52.0
268,53.0,54.0,52.0,52.0,53.0
269,53.0,52.0,52.0,53.0,53.0
270,53.0,52.0,53.0,53.0,52.0
271,53.0,50.0,50.0,53.0,52.0
272,53.0,51.0,52.0,52.0,50.0
273,52.0,51.0,51.0,52.0,52.0
274,53.0,51.0,49.0,52.0,51.0
275,52.0,53.0,52.0,54.0,52.0
276,52.0,52.0,51.0,52.0,52.0
277,49.0,52.0,52.0,50.0,53.0
278,51.0,53.0,51.0,53.0,52.0
279,53.0,51.0,52.0,52.0,51.0
280,53.0,52.0,52.0,53.0,53.0
281,52.0,51.0,50.0,52.0,54.0
282,52.0,52.0,53.0,51.0,50.0
283,53.0,53.0,53.0,52.0,52.0
284,52.0,53.0,54.0,50.0,53.0
285,51.0,52.0,54.0,52.0,52.0
286,54.0,53.0,54.0,52.0,51.0
287,53.0,52.0,53.0,52.0,50.0
288,50.0,51.0,53.0,53.0,53.0
289,52.0,51.0,53.0,52.0,53.0
290,51.0,52.0,51.0,53.0,53.0
291,53.0,52.0,52.0,53.0,53.0
292,51.0,51.0,52.0,50.0,51.0
293,53.0,50.0,52.0,53.0,52.0
294,53.0,51.0,50.0,53.0,53.0
295,52.0,52.0,52.0,51.0,54.0
296,52.0,53.0,53.0,51.0,54.0
297,53.0,53.0,51.0,50.0,53.0
298,51.0,51.0,52.0,50.0,53.0
299,51.0,51.0,52.0,51.0,51.0
300,51.0,52.0,53.0,51.0,53.0
301,52.0,52.0,53.0,54.0,53.0
302,53.0,53.0,53.0,52.0,50.0
303,52.0,50.0,49.0,53.0,53.0
304,54.0,52.0,52.0,52.0,51.0
305,52.0,53.0,51.0,51.0,51.0
306,53.0,51.0,52.0,52.0,50.0
307,53.0,51.0,51.0,51.0,53.0
308,51.0,52.0,50.0,53.0,53.0
309,53.0,52.0,50.0,51.0,52.0
310,52.0,53.0,51.0,51.0,51.0
311,53.0,54.0,51.0,52.0,52.0
312,52.0,54.0,51.0,51.0,52.0
313,51.0,53.0,52.0,50.0,51.0
314,52.0,53.0,52.0,51.0,52.0
315,52.0,52.0,51.0,53.0,53.0
316,52.0,52.0,53.0,53.0,51.0
317,53.0,51.0,52.0,52.0,52.0
318,52.0,52.0,53.0,53.0,53.0
319,52.0,51.0,51.0,52.0,51.0
320,53.0,51.0,51.0,52.0,53.0
321,52.0,53.0,52.0,52.0,50.0
322,50.0,52.0,53.0,53.0,51.0
323,53.0,53.0,52.0,54.0,53.0
324,54.0,54.0,50.0,53.0,52.0
325,52.0,53.0,52.0,52.0,52.0
326,54.0,53.0,52.0,52.0,51.0
327,53.0,52.0,52.0,50.0,53.0
328,52.0,54.0,51.0,52.0,52.0
329,55.0,53.0,52.0,52.0,50.0
330,52.0,52.0,52.0,51.0,55.0
331,52.0,51.0,52.0,52.0,52.0
332,52.0,56.0,52.0,51.0,54.0
333,52.0,53.0,50.0,54.0,52.0
334,53.0,52.0,52.0,52.0,52.0
335,53.0,52.0,51.0,54.0,52.0
336,50.0,53.0,51.0,52.0,52.0
337,52.0,52.0,51.0,51.0,53.0
338,51.0,54.0,52.0,53.0,52.0
339,53.0,51.0,52.0,53.0,51.0
340,52.0,50.0,51.0,52.0,52.0
341,53.0,51.0,52.0,51.0,52.0
342,52.0,50.0,52.0,53.0,51.0
343,53.0,51.0,50.0,52.0,54.0
344,53.0,54.0,53.0,53.0,51.0
345,51.0,51.0,53.0,52.0,52.0
346,52.0,53.0,51.0,50.0,54.0
347,52.0,52.0,51.0,50.0,51.0
348,50.0,53.0,52.0,52.0,52.0
349,49.0,52.0,53.0,51.0,52.0
350,51.0,53.0,52.0,52.0,54.0
351,51.0,53.0,52.0,52.0,52.0
352,49.0,52.0,52.0,52.0,53.0
353,52.0,52.0,51.0,53.0,54.0
354,53.0,51.0,52.0,50.0,53.0
355,51.0,54.0,51.0,52.0,50.0
356,52.0,52.0,51.0,51.0,53.0
357,52.0,52.0,52.0,53.0,51.0
358,51.0,52.0,53.0,52.0,54.0
359,53.0,52.0,54.0,51.0,52.0
360,51.0,51.0,52.0,54.0,53.0
361,52.0,51.0,52.0,53.0,53.0
362,52.0,53.0,54.0,51.0,52.0
363,52.0,52.0,51.0,53.0,53.0
364,51.0,53.0,52.0,51.0,52.0
365,52.0,53.0,54.0,54.0,52.0
366,54.0,50.0,52.0,52.0,54.0
367,52.0,53.0,52.0,53.0,53.0
368,52.0,52.0,51.0,53.0,54.0
369,52.0,52.0,51.0,52.0,53.0
370,50.0,55.0,52.0,53.0,52.0
371,54.0,52.0,52.0,53.0,53.0
372,53.0,51.0,54.0,52.0,52.0
373,51.0,53.0,51.0,52.0,53.0
374,51.0,52.0,53.0,52.0,54.0
375,52.0,52.0,51.0,54.0,52.0
376,52.0,53.0,51.0,54.0,53.0
377,52.0,52.0,53.0,53.0,52.0
378,51.0,53.0,52.0,52.0,51.0
379,50.0,52.0,53.0,54.0,51.0
380,50.0,52.0,52.0,52.0,53.0
381,52.0,53.0,52.0,54.0,53.0
382,51.0,52.0,52.0,53.0,53.0
383,52.0,53.0,53.0,52.0,53.0
384,53.0,52.0,53.0,54.0,52.0
385,51.0,53.0,53.0,52.0,52.0
386,52.0,53.0,53.0,53.0,52.0
387,53.0,53.0,52.0,52.0,51.0
388,53.0,53.0,51.0,53.0,54.0
389,53.0,53.0,52.0,54.0,54.0
390,51.0,53.0,52.0,53.0,52.0
391,52.0,52.0,52.0,54.0,52.0
392,52.0,53.0,51.0,51.0,53.0
393,52.0,52.0,52.0,51.0,54.0
394,52.0,51.0,53.0,51.0,51.0
395,52.0,52.0,52.0,51.0,53.0
396,52.0,51.0,52.0,51.0,53.0
397,50.0,53.0,53.0,51.0,53.0
398,52.0,53.0,53.0,51.0,55.0
399,53.0,53.0,51.0,52.0,54.0
400,51.0,52.0,52.0,52.0,53.0
401,51.0,52.0,50.0,53.0,53.0
402,49.0,51.0,51.0,52.0,51.0
403,50.0,51.0,53.0,51.0,53.0
404,51.0,54.0,51.0,53.0,52.0
405,50.0,51.0,52.0,52.0,52.0
406,52.0,52.0,51.0,52.0,54.0
407,53.0,53.0,53.0,51.0,53.0
408,52.0,53.0,53.0,51.0,52.0
409,51.0,50.0,51.0,51.0,53.0
410,53.0,53.0,52.0,53.0,54.0
411,51.0,53.0,50.0,51.0,53.0
412,52.0,52.0,51.0,53.0,54.0
413,51.0,51.0,53.0,53.0,54.0
414,53.0,54.0,52.0,53.0,54.0
415,53.0,53.0,51.0,54.0,52.0
416,52.0,52.0,51.0,53.0,53.0
417,53.0,49.0,51.0,54.0,54.0
418,51.0,52.0,51.0,51.0,53.0
419,52.0,51.0,54.0,53.0,54.0
420,53.0,51.0,52.0,53.0,54.0
421,51.0,51.0,52.0,51.0,52.0
422,52.0,51.0,54.0,51.0,53.0
423,52.0,53.0,51.0,51.0,52.0
424,53.0,54.0,54.0,52.0,54.0
425,51.0,53.0,51.0,52.0,56.0
426,51.0,52.0,51.0,50.0,53.0
427,54.0,51.0,53.0,52.0,52.0
428,50.0,53.0,53.0,55.0,53.0
429,52.0,52.0,51.0,52.0,53.0
430,52.0,50.0,52.0,55.0,53.0
431,54.0,53.0,52.0,51.0,54.0
432,53.0,51.0,51.0,51.0,52.0
433,53.0,53.0,53.0,54.0,54.0
434,53.0,53.0,54.0,53.0,55.0
435,52.0,52.0,54.0,52.0,53.0
436,52.0,53.0,52.0,53.0,52.0
437,52.0,53.0,52.0,53.0,52.0
438,52.0,53.0,53.0,54.0,51.0
439,53.0,51.0,52.0,51.0,52.0
440,52.0,52.0,52.0,54.0,52.0
441,53.0,52.0,51.0,50.0,51.0
442,51.0,54.0,51.0,51.0,52.0
443,51.0,52.0,52.0,53.0,53.0
444,52.0,52.0,52.0,53.0,53.0
445,51.0,52.0,52.0,53.0,54.0
446,52.0,51.0,53.0,52.0,53.0
447,52.0,53.0,53.0,53.0,52.0
448,52.0,52.0,53.0,53.0,51.0
449,54.0,52.0,54.0,53.0,52.0
450,51.0,51.0,52.0,54.0,52.0
451,51.0,52.0,52.0,51.0,53.0
452,54.0,53.0,52.0,52.0,51.0
453,52.0,53.0,54.0,52.0,53.0
454,53.0,52.0,52.0,52.0,53.0
455,53.0,52.0,52.0,54.0,53.0
456,53.0,53.0,54.0,52.0,52.0
457,53.0,53.0,52.0,51.0,52.0
458,54.0,54.0,52.0,53.0,54.0
459,51.0,53.0,54.0,53.0,55.0
460,53.0,55.0,52.0,55.0,54.0
461,53.0,53.0,52.0,52.0,52.0
462,52.0,50.0,52.0,52.0,52.0
463,51.0,52.0,51.0,53.0,52.0
464,52.0,52.0,52.0,52.0,53.0
465,52.0,55.0,53.0,52.0,52.0
466,52.0,52.0,52.0,51.0,53.0
467,51.0,52.0,51.0,54.0,53.0
468,54.0,52.0,53.0,53.0,54.0
469,51.0,52.0,53.0,51.0,52.0
470,53.0,53.0,53.0,52.0,52.0
471,53.0,52.0,51.0,52.0,52.0
472,51.0,52.0,52.0,52.0,53.0
473,52.0,49.0,53.0,52.0,52.0
474,52.0,53.0,54.0,52.0,54.0
475,50.0,53.0,53.0,52.0,55.0
476,52.0,50.0,53.0,52.0,53.0
477,51.0,51.0,53.0,54.0,54.0
478,53.0,52.0,52.0,52.0,54.0
479,53.0,51.0,51.0,52.0,53.0
480,51.0,51.0,54.0,52.0,52.0
481,54.0,52.0,53.0,52.0,53.0
482,55.0,53.0,52.0,53.0,53.0
483,52.0,51.0,52.0,52.0,54.0
484,54.0,52.0,54.0,53.0,52.0
485,52.0,52.0,52.0,54.0,53.0
486,53.0,52.0,53.0,51.0,52.0
487,52.0,53.0,52.0,53.0,53.0
488,52.0,51.0,51.0,52.0,54.0
489,53.0,53.0,52.0,53.0,52.0
490,53.0,52.0,52.0,52.0,52.0
491,53.0,51.0,53.0,51.0,51.0
492,52.0,52.0,50.0,52.0,52.0
493,52.0,51.0,52.0,53.0,51.0
494,53.0,51.0,51.0,53.0,54.0
495,54.0,52.0,52.0,50.0,53.0
496,52.0,53.0,54.0,52.0,53.0
497,52.0,53.0,54.0,52.0,54.0
498,52.0,53.0,52.0,54.0,53.0
499,53.0,55.0,51.0,51.0,51.0
500,51.0,52.0,50.0,54.0,52.0
501,51.0,52.0,51.0,55.0,53.0
502,51.0,53.0,52.0,50.0,53.0
503,51.0,52.0,52.0,51.0,50.0
504,52.0,49.0,53.0,53.0,51.0
505,52.0,52.0,52.0,53.0,54.0
506,53.0,53.0,54.0,52.0,50.0
507,52.0,51.0,51.0,52.0,52.0
508,51.0,51.0,53.0,54.0,51.0
509,53.0,54.0,55.0,53.0,52.0
510,50.0,50.0,53.0,51.0,51.0
511,51.0,52.0,52.0,51.0,51.0
512,49.0,52.0,52.0,52.0,54.0
513,52.0,50.0,53.0,52.0,54.0
514,52.0,52.0,52.0,49.0,52.0
515,53.0,53.0,52.0,53.0,53.0
516,53.0,53.0,52.0,53.0,51.0
517,51.0,53.0,53.0,53.0,52.0
518,53.0,51.0,52.0,53.0,52.0
519,52.0,52.0,53.0,52.0,53.0
520,52.0,52.0,52.0,52.0,55.0
521,52.0,52.0,52.0,54.0,51.0
522,52.0,51.0,52.0,51.0,52.0
523,53.0,52.0,51.0,52.0,52.0
524,53.0,53.0,53.0,53.0,52.0
525,51.0,52.0,51.0,52.0,54.0
526,51.0,54.0,53.0,53.0,53.0
527,51.0,52.0,50.0,53.0,53.0
528,53.0,52.0,50.0,52.0,54.0
529,52.0,54.0,53.0,54.0,54.0
530,53.0,52.0,51.0,52.0,53.0
531,51.0,51.0,51.0,52.0,54.0
532,51.0,53.0,51.0,53.0,53.0
533,51.0,53.0,51.0,54.0,53.0
534,50.0,51.0,54.0,51.0,55.0
535,52.0,52.0,52.0,52.0,53.0
536,51.0,52.0,53.0,55.0,50.0
537,52.0,51.0,52.0,53.0,52.0
538,52.0,51.0,53.0,51.0,51.0
539,52.0,51.0,55.0,51.0,52.0
540,52.0,51.0,53.0,52.0,52.0
541,52.0,51.0,50.0,51.0,53.0
542,52.0,52.0,52.0,53.0,52.0
543,52.0,52.0,54.0,52.0,53.0
544,52.0,50.0,53.0,52.0,55.0
545,53.0,52.0,52.0,53.0,53.0
546,51.0,54.0,53.0,54.0,53.0
547,52.0,53.0,52.0,53.0,52.0
548,52.0,52.0,53.0,54.0,53.0
549,52.0,52.0,53.0,53.0,51.0
550,52.0,54.0,53.0,54.0,52.0
551,51.0,52.0,52.0,52.0,54.0
552,52.0,54.0,53.0,53.0,52.0
553,52.0,53.0,52.0,54.0,48.0
554,53.0,51.0,54.0,52.0,52.0
555,53.0,52.0,53.0,55.0,53.0
556,52.0,53.0,54.0,53.0,52.0
557,53.0,50.0,53.0,54.0,53.0
558,52.0,51.0,52.0,55.0,54.0
559,51.0,52.0,52.0,53.0,54.0
560,51.0,54.0,53.0,52.0,53.0
561,53.0,51.0,52.0,52.0,53.0
562,50.0,54.0,54.0,53.0,54.0
563,52.0,52.0,54.0,52.0,53.0
564,52.0,53.0,54.0,52.0,54.0
565,51.0,54.0,53.0,51.0,52.0
566,54.0,51.0,53.0,53.0,52.0
567,53.0,53.0,53.0,52.0,54.0
568,52.0,53.0,53.0,51.0,54.0
569,52.0,53.0,53.0,51.0,53.0
570,53.0,52.0,52.0,52.0,52.0
571,54.0,53.0,52.0,49.0,54.0
572,53.0,53.0,53.0,51.0,54.0
573,52.0,52.0,52.0,52.0,53.0
574,52.0,51.0,52.0,50.0,54.0
575,51.0,51.0,53.0,53.0,53.0
576,52.0,52.0,54.0,53.0,52.0
577,53.0,52.0,53.0,52.0,53.0
578,52.0,50.0,50.0,54.0,56.0
579,53.0,52.0,52.0,52.0,54.0
580,53.0,53.0,52.0,54.0,54.0
581,51.0,53.0,54.0,51.0,52.0
582,52.0,50.0,51.0,54.0,51.0
583,52.0,51.0,51.0,52.0,54.0
584,52.0,53.0,52.0,52.0,54.0
585,55.0,51.0,53.0,53.0,54.0
586,51.0,52.0,52.0,53.0,51.0
587,50.0,53.0,52.0,54.0,52.0
588,52.0,50.0,51.0,53.0,52.0
589,52.0,54.0,52.0,52.0,53.0
590,52.0,52.0,51.0,51.0,53.0
591,52.0,51.0,52.0,53.0,54.0
592,52.0,51.0,52.0,53.0,53.0
593,53.0,51.0,51.0,51.0,54.0
594,54.0,50.0,54.0,51.0,51.0
595,52.0,50.0,53.0,53.0,52.0
596,53.0,52.0,53.0,54.0,52.0
597,52.0,55.0,52.0,54.0,53.0
598,54.0,53.0,51.0,52.0,52.0
599,50.0,52.0,54.0,52.0,52.0
600,50.0,53.0,52.0,52.0,54.0
601,53.0,52.0,55.0,53.0,50.0
602,50.0,56.0,53.0,53.0,53.0
603,52.0,52.0,51.0,51.0,52.0
604,53.0,51.0,54.0,54.0,53.0
605,53.0,54.0,52.0,54.0,54.0
606,51.0,52.0,54.0,52.0,50.0
607,51.0,52.0,52.0,53.0,52.0
608,51.0,53.0,53.0,53.0,53.0
609,51.0,53.0,54.0,53.0,52.0
610,54.0,54.0,52.0,53.0,52.0
611,54.0,53.0,52.0,53.0,52.0
612,50.0,53.0,52.0,53.0,53.0
613,52.0,54.0,52.0,52.0,53.0
614,52.0,53.0,53.0,54.0,52.0
615,51.0,52.0,51.0,52.0,52.0
616,53.0,52.0,52.0,52.0,53.0
617,53.0,52.0,53.0,54.0,52.0
618,53.0,53.0,53.0,54.0,52.0
619,51.0,53.0,52.0,53.0,54.0
620,53.0,53.0,52.0,53.0,52.0
621,53.0,52.0,51.0,53.0,53.0
622,51.0,53.0,51.0,53.0,55.0
623,53.0,53.0,53.0,52.0,52.0
624,53.0,52.0,53.0,52.0,55.0
625,51.0,50.0,53.0,51.0,52.0
626,55.0,53.0,54.0,52.0,51.0
627,54.0,53.0,52.0,53.0,54.0
628,52.0,51.0,54.0,54.0,54.0
629,54.0,54.0,53.0,52.0,54.0
630,52.0,52.0,52.0,51.0,54.0
