,event_0,event_1,event_2,event_3,event_4,event_5,event_6,event_7,event_8,event_9
34,50.0,52.0,51.0,51.0,54.0,52.0,51.0,53.0,53.0,53.0
35,53.0,52.0,53.0,51.0,52.0,53.0,55.0,57.0,53.0,51.0
36,54.0,53.0,50.0,51.0,53.0,52.0,51.0,54.0,52.0,51.0
37,53.0,51.0,52.0,51.0,53.0,54.0,49.0,51.0,53.0,53.0
38,52.0,51.0,53.0,53.0,53.0,52.0,54.0,52.0,53.0,53.0
39,52.0,53.0,52.0,51.0,53.0,52.0,54.0,55.0,54.0,52.0
40,52.0,51.0,51.0,52.0,55.0,53.0,52.0,53.0,54.0,53.0
41,52.0,52.0,52.0,52.0,55.0,53.0,51.0,54.0,53.0,53.0
42,52.0,51.0,53.0,51.0,52.0,51.0,52.0,54.0,53.0,53.0
43,54.0,51.0,53.0,51.0,53.0,54.0,51.0,54.0,53.0,52.0
44,53.0,52.0,53.0,51.0,52.0,49.0,53.0,53.0,52.0,52.0
45,55.0,51.0,52.0,52.0,52.0,53.0,51.0,53.0,51.0,52.0
46,53.0,53.0,53.0,51.0,53.0,54.0,52.0,51.0,55.0,52.0
47,52.0,55.0,53.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0
48,54.0,53.0,55.0,50.0,54.0,51.0,53.0,52.0,53.0,51.0
49,53.0,53.0,52.0,53.0,55.0,53.0,49.0,53.0,53.0,53.0
50,54.0,51.0,53.0,54.0,53.0,54.0,52.0,53.0,53.0,52.0
51,53.0,52.0,53.0,53.0,53.0,52.0,54.0,53.0,52.0,53.0
52,52.0,52.0,52.0,52.0,52.0,55.0,50.0,53.0,53.0,53.0
53,52.0,53.0,53.0,50.0,54.0,54.0,53.0,52.0,52.0,49.0
54,53.0,52.0,53.0,52.0,53.0,52.0,54.0,52.0,51.0,52.0
55,53.0,51.0,52.0,53.0,53.0,53.0,53.0,53.0,52.0,51.0
56,54.0,52.0,53.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0
57,54.0,52.0,51.0,53.0,53.0,52.0,49.0,52.0,55.0,52.0
58,52.0,51.0,53.0,52.0,54.0,54.0,53.0,52.0,55.0,52.0
59,55.0,51.0,53.0,53.0,53.0,52.0,51.0,54.0,54.0,51.0
60,55.0,53.0,52.0,54.0,53.0,52.0,52.0,53.0,53.0,54.0
61,52.0,52.0,52.0,49.0,53.0,54.0,53.0,52.0,53.0,53.0
62,54.0,53.0,52.0,52.0,52.0,51.0,53.0,51.0,52.0,52.0
63,52.0,53.0,52.0,51.0,54.0,54.0,51.0,52.0,52.0,50.0
64,54.0,50.0,51.0,53.0,53.0,52.0,52.0,52.0,54.0,52.0
65,54.0,53.0,53.0,54.0,55.0,51.0,53.0,53.0,54.0,51.0
66,53.0,53.0,53.0,52.0,55.0,53.0,53.0,52.0,52.0,51.0
67,54.0,53.0,51.0,54.0,54.0,52.0,51.0,53.0,53.0,51.0
68,52.0,54.0,52.0,52.0,54.0,52.0,53.0,52.0,53.0,50.0
69,52.0,54.0,51.0,52.0,51.0,54.0,52.0,52.0,54.0,53.0
70,53.0,52.0,50.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0
71,52.0,54.0,56.0,53.0,55.0,54.0,53.0,53.0,53.0,54.0
72,54.0,51.0,53.0,53.0,54.0,53.0,51.0,53.0,54.0,53.0
73,51.0,52.0,54.0,51.0,53.0,53.0,53.0,52.0,53.0,53.0
74,53.0,53.0,54.0,52.0,51.0,53.0,51.0,52.0,52.0,53.0
75,54.0,52.0,52.0,51.0,53.0,52.0,52.0,53.0,52.0,51.0
76,52.0,50.0,54.0,52.0,52.0,55.0,52.0,51.0,53.0,52.0
77,52.0,53.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,52.0
78,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0,52.0,53.0
79,54.0,54.0,52.0,53.0,52.0,53.0,53.0,52.0,54.0,53.0
80,52.0,52.0,54.0,52.0,51.0,54.0,53.0,54.0,54.0,51.0
81,53.0,54.0,53.0,52.0,51.0,54.0,53.0,53.0,54.0,51.0
82,51.0,53.0,52.0,52.0,50.0,52.0,54.0,52.0,53.0,53.0
83,53.0,54.0,53.0,52.0,53.0,53.0,52.0,51.0,54.0,53.0
84,54.0,52.0,53.0,52.0,54.0,53.0,52.0,53.0,53.0,52.0
85,51.0,52.0,53.0,52.0,53.0,54.0,51.0,53.0,53.0,52.0
86,53.0,54.0,52.0,53.0,55.0,53.0,52.0,53.0,54.0,54.0
87,55.0,53.0,52.0,54.0,54.0,52.0,52.0,53.0,52.0,52.0
88,52.0,51.0,53.0,53.0,53.0,54.0,53.0,53.0,54.0,52.0
89,53.0,52.0,54.0,53.0,52.0,53.0,52.0,53.0,54.0,52.0
90,52.0,52.0,52.0,53.0,53.0,54.0,51.0,52.0,54.0,52.0
91,52.0,53.0,53.0,51.0,53.0,53.0,52.0,54.0,54.0,52.0
92,50.0,54.0,53.0,52.0,55.0,52.0,52.0,53.0,52.0,52.0
93,53.0,51.0,53.0,53.0,53.0,53.0,51.0,53.0,53.0,50.0
94,52.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,54.0,53.0
95,51.0,52.0,54.0,51.0,54.0,55.0,52.0,53.0,52.0,52.0
96,52.0,52.0,52.0,50.0,52.0,54.0,51.0,53.0,50.0,54.0
97,54.0,52.0,52.0,52.0,51.0,52.0,53.0,52.0,54.0,52.0
98,53.0,54.0,53.0,52.0,51.0,54.0,53.0,51.0,54.0,52.0
99,53.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,53.0,52.0
100,52.0,52.0,52.0,53.0,54.0,54.0,53.0,53.0,51.0,52.0
101,53.0,49.0,54.0,48.0,50.0,54.0,51.0,52.0,54.0,50.0
102,45.0,9.0,50.0,1.0,20.0,33.0,34.0,48.0,37.0,11.0
103,-8.0,-69.0,-40.0,-69.0,-99.0,-69.0,-22.0,-21.0,-83.0,-58.0
104,-44.0,-70.0,-127.0,-52.0,-127.0,-118.0,-39.0,-104.0,-127.0,-56.0
105,-17.0,-18.0,-127.0,2.0,-54.0,-51.0,0.0,-66.0,-127.0,-6.0
106,21.0,25.0,-42.0,31.0,4.0,16.0,31.0,8.0,-16.0,29.0
107,39.0,35.0,21.0,37.0,24.0,34.0,41.0,37.0,29.0,42.0
108,44.0,38.0,32.0,42.0,39.0,41.0,44.0,37.0,33.0,49.0
109,51.0,52.0,44.0,45.0,51.0,51.0,50.0,48.0,44.0,52.0
110,50.0,46.0,53.0,44.0,49.0,50.0,47.0,54.0,50.0,47.0
111,44.0,41.0,38.0,42.0,37.0,38.0,43.0,43.0,34.0,45.0
112,46.0,47.0,30.0,45.0,44.0,41.0,45.0,40.0,35.0,48.0
113,47.0,49.0,48.0,47.0,51.0,48.0,49.0,47.0,47.0,52.0
114,50.0,50.0,47.0,47.0,49.0,47.0,50.0,48.0,48.0,52.0
115,50.0,49.0,45.0,49.0,51.0,49.0,51.0,49.0,47.0,51.0
116,52.0,51.0,50.0,49.0,50.0,53.0,53.0,48.0,52.0,53.0
117,54.0,50.0,53.0,52.0,53.0,53.0,53.0,53.0,52.0,53.0
118,53.0,53.0,52.0,51.0,53.0,53.0,55.0,54.0,53.0,53.0
119,50.0,52.0,52.0,50.0,50.0,52.0,51.0,52.0,52.0,51.0
120,51.0,50.0,50.0,52.0,51.0,50.0,50.0,52.0,48.0,51.0
121,53.0,50.0,52.0,54.0,54.0,53.0,52.0,51.0,51.0,52.0
122,54.0,53.0,54.0,54.0,51.0,53.0,54.0,52.0,54.0,51.0
123,53.0,50.0,53.0,52.0,54.0,52.0,51.0,52.0,54.0,52.0
124,53.0,51.0,53.0,52.0,51.0,50.0,51.0,52.0,50.0,53.0
125,52.0,51.0,54.0,53.0,51.0,53.0,53.0,51.0,48.0,54.0
126,53.0,53.0,53.0,55.0,52.0,53.0,54.0,53.0,55.0,54.0
127,55.0,53.0,54.0,52.0,53.0,50.0,52.0,52.0,52.0,52.0
128,52.0,52.0,52.0,51.0,49.0,47.0,52.0,50.0,49.0,51.0
129,49.0,51.0,51.0,54.0,52.0,51.0,53.0,51.0,50.0,54.0
130,52.0,50.0,54.0,53.0,52.0,52.0,54.0,53.0,51.0,52.0
131,52.0,52.0,53.0,52.0,51.0,53.0,54.0,52.0,53.0,52.0
132,51.0,50.0,52.0,53.0,52.0,53.0,53.0,52.0,51.0,52.0
133,49.0,52.0,50.0,51.0,54.0,52.0,53.0,52.0,51.0,52.0
134,51.0,55.0,54.0,53.0,53.0,55.0,54.0,53.0,55.0,53.0
135,53.0,53.0,54.0,51.0,52.0,53.0,52.0,53.0,52.0,52.0
136,53.0,51.0,49.0,50.0,51.0,51.0,52.0,52.0,50.0,51.0
137,53.0,53.0,54.0,51.0,54.0,52.0,53.0,52.0,53.0,54.0
138,52.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,53.0,53.0
139,52.0,53.0,52.0,54.0,51.0,51.0,52.0,52.0,51.0,52.0
140,53.0,52.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0
141,51.0,52.0,51.0,52.0,52.0,50.0,53.0,52.0,52.0,52.0
142,52.0,53.0,52.0,53.0,55.0,53.0,55.0,52.0,51.0,52.0
143,52.0,52.0,54.0,51.0,52.0,53.0,53.0,51.0,51.0,52.0
144,51.0,50.0,53.0,52.0,52.0,52.0,53.0,51.0,52.0,54.0
145,52.0,53.0,54.0,51.0,53.0,54.0,53.0,52.0,53.0,52.0
146,53.0,53.0,52.0,51.0,52.0,52.0,53.0,52.0,54.0,53.0
147,53.0,50.0,50.0,53.0,52.0,51.0,53.0,53.0,51.0,53.0
148,50.0,52.0,52.0,51.0,53.0,54.0,53.0,51.0,55.0,53.0
149,53.0,51.0,54.0,51.0,53.0,52.0,51.0,53.0,51.0,52.0
150,52.0,50.0,51.0,52.0,50.0,53.0,53.0,51.0,50.0,53.0
151,52.0,51.0,51.0,52.0,50.0,54.0,54.0,53.0,53.0,52.0
152,53.0,51.0,54.0,50.0,53.0,52.0,55.0,51.0,52.0,50.0
153,53.0,51.0,53.0,53.0,55.0,53.0,56.0,53.0,53.0,51.0
154,52.0,52.0,53.0,54.0,54.0,53.0,53.0,53.0,54.0,51.0
155,53.0,53.0,53.0,52.0,52.0,53.0,53.0,52.0,51.0,53.0
156,52.0,51.0,54.0,51.0,52.0,51.0,51.0,53.0,53.0,54.0
157,52.0,51.0,53.0,54.0,54.0,52.0,53.0,53.0,54.0,52.0
158,53.0,52.0,54.0,52.0,52.0,53.0,52.0,53.0,53.0,53.0
159,53.0,49.0,52.0,53.0,52.0,52.0,53.0,54.0,52.0,54.0
160,51.0,52.0,50.0,51.0,52.0,52.0,55.0,53.0,52.0,52.0
161,54.0,52.0,53.0,51.0,53.0,52.0,53.0,54.0,52.0,53.0
162,52.0,53.0,54.0,52.0,54.0,53.0,51.0,54.0,51.0,51.0
163,53.0,50.0,54.0,52.0,54.0,51.0,52.0,53.0,52.0,52.0
164,53.0,52.0,53.0,51.0,52.0,52.0,53.0,53.0,53.0,53.0
165,52.0,53.0,54.0,50.0,56.0,52.0,52.0,54.0,52.0,52.0
166,53.0,52.0,52.0,51.0,54.0,53.0,52.0,53.0,52.0,52.0
167,50.0,51.0,54.0,52.0,54.0,54.0,54.0,53.0,53.0,53.0
168,51.0,52.0,53.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0
169,53.0,53.0,52.0,53.0,53.0,53.0,53.0,54.0,52.0,52.0
170,53.0,51.0,53.0,54.0,53.0,54.0,54.0,52.0,52.0,52.0
171,52.0,51.0,52.0,52.0,54.0,51.0,53.0,54.0,51.0,52.0
172,52.0,50.0,51.0,52.0,54.0,51.0,52.0,53.0,53.0,52.0
173,52.0,53.0,52.0,53.0,51.0,54.0,53.0,51.0,50.0,52.0
174,52.0,54.0,51.0,54.0,53.0,51.0,52.0,53.0,52.0,54.0
175,52.0,51.0,52.0,52.0,54.0,53.0,53.0,54.0,52.0,51.0
176,52.0,50.0,55.0,53.0,51.0,51.0,52.0,54.0,53.0,54.0
177,50.0,50.0,53.0,53.0,52.0,50.0,52.0,54.0,51.0,51.0
178,52.0,52.0,55.0,52.0,52.0,51.0,53.0,53.0,50.0,50.0
179,54.0,53.0,53.0,51.0,53.0,52.0,53.0,55.0,52.0,53.0
180,53.0,53.0,55.0,51.0,52.0,51.0,54.0,52.0,55.0,52.0
181,50.0,51.0,52.0,53.0,51.0,52.0,53.0,51.0,54.0,51.0
182,52.0,53.0,53.0,51.0,51.0,53.0,53.0,50.0,50.0,52.0
183,52.0,52.0,53.0,53.0,52.0,54.0,54.0,53.0,53.0,53.0
184,53.0,50.0,53.0,52.0,52.0,54.0,52.0,54.0,53.0,53.0
185,51.0,52.0,52.0,52.0,53.0,53.0,52.0,54.0,51.0,53.0
186,51.0,52.0,52.0,52.0,52.0,53.0,51.0,52.0,50.0,53.0
187,52.0,51.0,50.0,52.0,53.0,52.0,53.0,52.0,53.0,52.0
188,50.0,48.0,52.0,52.0,53.0,53.0,52.0,51.0,51.0,51.0
189,52.0,52.0,54.0,53.0,54.0,53.0,51.0,52.0,52.0,54.0
190,52.0,50.0,54.0,53.0,53.0,51.0,53.0,54.0,51.0,53.0
191,51.0,52.0,51.0,55.0,52.0,53.0,52.0,50.0,51.0,52.0
192,54.0,52.0,53.0,56.0,53.0,52.0,53.0,53.0,51.0,51.0
193,51.0,53.0,52.0,52.0,52.0,53.0,54.0,53.0,54.0,51.0
194,51.0,52.0,52.0,53.0,51.0,52.0,53.0,54.0,52.0,53.0
195,51.0,53.0,53.0,51.0,53.0,54.0,54.0,52.0,51.0,51.0
196,52.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,51.0,54.0
197,52.0,51.0,54.0,54.0,50.0,51.0,50.0,53.0,51.0,52.0
198,53.0,52.0,53.0,52.0,53.0,53.0,52.0,52.0,51.0,51.0
199,53.0,52.0,51.0,55.0,52.0,53.0,50.0,53.0,50.0,52.0
200,51.0,50.0,53.0,52.0,50.0,54.0,53.0,53.0,54.0,54.0
201,53.0,53.0,53.0,51.0,52.0,52.0,54.0,52.0,51.0,52.0
202,52.0,52.0,51.0,53.0,53.0,53.0,51.0,53.0,53.0,51.0
203,52.0,53.0,55.0,51.0,53.0,54.0,53.0,54.0,55.0,51.0
204,51.0,50.0,53.0,50.0,53.0,52.0,52.0,51.0,53.0,51.0
205,51.0,52.0,54.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0
206,53.0,53.0,51.0,52.0,52.0,54.0,52.0,52.0,52.0,53.0
207,53.0,53.0,51.0,52.0,53.0,55.0,53.0,55.0,53.0,52.0
208,51.0,50.0,54.0,51.0,52.0,55.0,54.0,52.0,51.0,53.0
209,54.0,51.0,53.0,51.0,51.0,53.0,53.0,54.0,53.0,53.0
210,52.0,54.0,53.0,54.0,53.0,53.0,53.0,52.0,52.0,53.0
211,53.0,53.0,53.0,53.0,50.0,53.0,52.0,53.0,53.0,52.0
212,52.0,52.0,53.0,52.0,51.0,52.0,52.0,54.0,52.0,53.0
213,52.0,51.0,55.0,52.0,53.0,55.0,53.0,52.0,53.0,51.0
214,52.0,52.0,53.0,52.0,52.0,51.0,51.0,54.0,53.0,51.0
215,52.0,52.0,53.0,54.0,53.0,53.0,52.0,51.0,50.0,51.0
216,53.0,51.0,53.0,53.0,51.0,52.0,52.0,51.0,53.0,53.0
217,53.0,54.0,53.0,52.0,51.0,53.0,54.0,52.0,51.0,51.0
218,53.0,53.0,52.0,52.0,52.0,53.0,52.0,49.0,52.0,52.0
219,52.0,53.0,51.0,53.0,52.0,51.0,51.0,53.0,53.0,52.0
220,50.0,51.0,53.0,53.0,55.0,53.0,52.0,53.0,52.0,51.0
221,54.0,53.0,52.0,52.0,53.0,54.0,52.0,54.0,53.0,51.0
222,51.0,51.0,53.0,52.0,52.0,52.0,51.0,54.0,53.0,52.0
223,52.0,52.0,56.0,52.0,53.0,52.0,51.0,51.0,51.0,53.0
224,53.0,51.0,53.0,53.0,53.0,52.0,52.0,53.0,52.0,52.0
225,52.0,52.0,53.0,51.0,54.0,53.0,53.0,52.0,52.0,52.0
226,52.0,53.0,51.0,52.0,51.0,53.0,53.0,51.0,51.0,54.0
227,51.0,53.0,53.0,52.0,51.0,53.0,53.0,53.0,52.0,51.0
228,54.0,51.0,53.0,50.0,53.0,53.0,52.0,52.0,50.0,52.0
229,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,51.0,52.0
230,52.0,52.0,52.0,54.0,52.0,55.0,52.0,52.0,50.0,53.0
231,52.0,52.0,53.0,51.0,53.0,53.0,51.0,53.0,52.0,53.0
232,51.0,50.0,51.0,52.0,54.0,53.0,54.0,54.0,52.0,51.0
233,54.0,51.0,54.0,52.0,52.0,55.0,51.0,53.0,54.0,52.0
234,53.0,53.0,53.0,54.0,53.0,53.0,52.0,52.0,52.0,52.0
235,54.0,52.0,52.0,51.0,52.0,54.0,52.0,53.0,51.0,51.0
236,55.0,53.0,53.0,54.0,54.0,54.0,52.0,53.0,52.0,53.0
237,52.0,52.0,55.0,54.0,54.0,52.0,55.0,53.0,52.0,53.0
238,53.0,52.0,52.0,51.0,53.0,52.0,53.0,53.0,53.0,52.0
239,53.0,50.0,54.0,53.0,54.0,51.0,53.0,54.0,52.0,55.0
240,51.0,51.0,54.0,50.0,51.0,54.0,54.0,54.0,49.0,51.0
241,53.0,53.0,53.0,53.0,53.0,51.0,52.0,52.0,53.0,52.0
242,52.0,50.0,52.0,53.0,52.0,52.0,54.0,53.0,51.0,54.0
243,53.0,52.0,51.0,51.0,51.0,52.0,53.0,52.0,51.0,54.0
244,53.0,53.0,52.0,52.0,53.0,53.0,54.0,53.0,51.0,50.0
245,55.0,53.0,55.0,53.0,54.0,54.0,53.0,52.0,51.0,50.0
246,53.0,53.0,52.0,54.0,53.0,52.0,51.0,52.0,51.0,54.0
247,53.0,51.0,54.0,53.0,53.0,53.0,54.0,52.0,50.0,53.0
248,53.0,52.0,53.0,52.0,52.0,55.0,49.0,54.0,52.0,52.0
249,53.0,50.0,52.0,53.0,53.0,51.0,51.0,54.0,51.0,52.0
250,53.0,54.0,53.0,52.0,52.0,52.0,52.0,52.0,53.0,51.0
251,52.0,54.0,54.0,52.0,51.0,53.0,53.0,55.0,52.0,53.0
252,54.0,52.0,52.0,54.0,52.0,51.0,54.0,53.0,52.0,54.0
253,54.0,52.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,52.0
254,54.0,53.0,53.0,54.0,51.0,53.0,53.0,54.0,55.0,51.0
255,51.0,52.0,53.0,52.0,50.0,53.0,52.0,52.0,51.0,54.0
256,54.0,52.0,52.0,52.0,52.0,52.0,55.0,51.0,55.0,54.0
257,54.0,52.0,52.0,54.0,51.0,53.0,53.0,52.0,54.0,52.0
258,52.0,53.0,54.0,54.0,54.0,52.0,53.0,52.0,51.0,55.0
259,53.0,51.0,53.0,54.0,53.0,52.0,51.0,52.0,54.0,53.0
260,51.0,52.0,53.0,51.0,53.0,52.0,52.0,51.0,52.0,53.0
261,52.0,52.0,53.0,54.0,52.0,53.0,52.0,53.0,52.0,54.0
262,51.0,51.0,53.0,52.0,52.0,55.0,53.0,54.0,51.0,52.0
263,54.0,53.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,52.0
264,53.0,53.0,51.0,51.0,53.0,53.0,51.0,53.0,52.0,51.0
265,52.0,53.0,55.0,52.0,53.0,53.0,53.0,53.0,52.0,52.0
266,53.0,53.0,53.0,53.0,52.0,52.0,53.0,54.0,51.0,52.0
267,51.0,53.0,52.0,52.0,51.0,55.0,53.0,54.0,52.0,50.0
268,53.0,52.0,53.0,54.0,53.0,53.0,53.0,52.0,51.0,53.0
269,54.0,53.0,52.0,53.0,54.0,53.0,52.0,55.0,52.0,54.0
270,52.0,53.0,53.0,53.0,53.0,54.0,51.0,54.0,51.0,51.0
271,52.0,52.0,51.0,50.0,54.0,52.0,54.0,53.0,52.0,53.0
272,52.0,51.0,53.0,50.0,53.0,52.0,52.0,55.0,51.0,52.0
273,53.0,54.0,52.0,52.0,53.0,52.0,52.0,53.0,50.0,54.0
274,51.0,53.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,52.0
275,51.0,51.0,51.0,51.0,54.0,53.0,52.0,56.0,51.0,52.0
276,54.0,52.0,53.0,53.0,53.0,52.0,53.0,54.0,53.0,52.0
277,52.0,51.0,53.0,51.0,53.0,53.0,53.0,52.0,51.0,52.0
278,52.0,51.0,53.0,53.0,53.0,53.0,51.0,54.0,51.0,51.0
279,54.0,52.0,53.0,54.0,53.0,52.0,52.0,54.0,53.0,53.0
280,53.0,52.0,53.0,51.0,52.0,52.0,54.0,53.0,53.0,53.0
281,54.0,51.0,53.0,53.0,52.0,51.0,51.0,53.0,53.0,53.0
282,53.0,52.0,55.0,52.0,52.0,53.0,53.0,53.0,53.0,52.0
283,52.0,52.0,54.0,52.0,51.0,51.0,52.0,50.0,51.0,53.0
284,51.0,53.0,51.0,52.0,53.0,53.0,52.0,54.0,53.0,53.0
285,54.0,53.0,53.0,53.0,52.0,53.0,52.0,54.0,51.0,53.0
286,53.0,53.0,53.0,54.0,56.0,53.0,53.0,53.0,52.0,51.0
287,52.0,51.0,55.0,52.0,52.0,54.0,52.0,53.0,52.0,52.0
288,53.0,51.0,52.0,51.0,53.0,51.0,50.0,53.0,51.0,53.0
289,54.0,51.0,53.0,51.0,52.0,53.0,53.0,53.0,52.0,52.0
290,51.0,52.0,56.0,51.0,54.0,53.0,53.0,52.0,52.0,51.0
291,54.0,52.0,53.0,52.0,54.0,55.0,52.0,53.0,51.0,51.0
292,53.0,53.0,51.0,51.0,52.0,52.0,53.0,53.0,50.0,50.0
293,52.0,54.0,53.0,50.0,52.0,53.0,51.0,51.0,50.0,54.0
294,52.0,53.0,55.0,52.0,52.0,54.0,50.0,53.0,51.0,52.0
295,52.0,52.0,53.0,52.0,51.0,53.0,53.0,52.0,52.0,52.0
296,52.0,51.0,51.0,53.0,51.0,52.0,53.0,52.0,53.0,51.0
297,52.0,51.0,53.0,53.0,52.0,53.0,53.0,51.0,50.0,51.0
298,53.0,52.0,52.0,53.0,54.0,53.0,52.0,52.0,49.0,52.0
299,55.0,50.0,52.0,50.0,55.0,53.0,52.0,53.0,51.0,52.0
300,53.0,54.0,51.0,54.0,52.0,51.0,52.0,51.0,52.0,51.0
301,53.0,53.0,51.0,53.0,54.0,52.0,52.0,53.0,54.0,50.0
302,54.0,52.0,52.0,51.0,54.0,53.0,52.0,52.0,53.0,50.0
303,54.0,52.0,51.0,54.0,53.0,54.0,52.0,53.0,51.0,51.0
304,54.0,51.0,53.0,52.0,53.0,52.0,52.0,54.0,52.0,51.0
305,54.0,53.0,54.0,52.0,51.0,52.0,53.0,52.0,50.0,52.0
306,53.0,53.0,53.0,53.0,51.0,53.0,53.0,53.0,52.0,53.0
307,54.0,50.0,53.0,52.0,55.0,54.0,52.0,51.0,52.0,51.0
308,55.0,49.0,54.0,52.0,52.0,53.0,54.0,52.0,52.0,54.0
309,52.0,51.0,54.0,52.0,53.0,53.0,51.0,52.0,53.0,54.0
310,53.0,53.0,53.0,52.0,52.0,52.0,53.0,52.0,51.0,52.0
311,53.0,52.0,52.0,53.0,52.0,52.0,53.0,51.0,50.0,52.0
312,52.0,50.0,53.0,52.0,54.0,53.0,52.0,53.0,52.0,50.0
313,54.0,55.0,52.0,51.0,53.0,49.0,52.0,53.0,50.0,51.0
314,53.0,52.0,52.0,52.0,51.0,53.0,54.0,52.0,51.0,52.0
315,51.0,52.0,53.0,53.0,51.0,53.0,53.0,54.0,52.0,52.0
316,53.0,54.0,54.0,52.0,51.0,54.0,55.0,52.0,53.0,50.0
317,52.0,52.0,50.0,51.0,52.0,52.0,53.0,53.0,51.0,52.0
318,53.0,50.0,53.0,52.0,54.0,51.0,52.0,54.0,53.0,53.0
319,52.0,51.0,52.0,53.0,51.0,54.0,51.0,51.0,50.0,51.0
320,53.0,52.0,52.0,53.0,50.0,54.0,52.0,51.0,50.0,52.0
321,54.0,50.0,53.0,52.0,50.0,52.0,51.0,51.0,50.0,53.0
322,54.0,52.0,53.0,53.0,53.0,54.0,52.0,51.0,54.0,51.0
323,53.0,52.0,51.0,53.0,52.0,54.0,52.0,53.0,51.0,52.0
324,53.0,52.0,51.0,54.0,53.0,53.0,53.0,53.0,51.0,52.0
325,53.0,51.0,51.0,54.0,53.0,53.0,52.0,51.0,53.0,52.0
326,52.0,51.0,53.0,51.0,53.0,51.0,52.0,51.0,50.0,52.0
327,51.0,50.0,52.0,53.0,54.0,50.0,52.0,52.0,49.0,51.0
